"Date","Network","Profile","Audience","Net Audience Growth","Published Posts","Public Engagements","Public Engagements per Post","% Audience Growth","Published Carousels","Published Videos","Published Photos","Published Links","Published Text","Reactions","Comments","Shares","Top Hashtags by Lifetime Public Engagements"
"01-01-2024","X","'@TheFundChicago","3,083","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","The Chicago Public Education Fund","2,289","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-01-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","A Better Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","IL Raise Your Hand","","","1","0","0","","0","0","1","0","0","0","0","0",""
"01-01-2024","Facebook","Illinois Partners for Teacher Leadership","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","Kids First Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","MacArthur Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","National Equity Project","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","Simon Youth Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","Stand for Children Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","Teach Plus Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","The Chicago Community Trust","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","The Joyce Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","The University of Chicago Urban Education Institute","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-01-2024","Facebook","The Urban Center","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","X","'@TheFundChicago","3,083","0","1","1","1","0.0000%","0","0","0","1","0","1","0","0","#OperationsManager, #Hiring"
"01-02-2024","Facebook","The Chicago Public Education Fund","2,289","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-02-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","A Better Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","IL Raise Your Hand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Illinois Partners for Teacher Leadership","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Kids First Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","MacArthur Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","National Equity Project","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Simon Youth Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Stand for Children Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","Teach Plus Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","The Chicago Community Trust","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","The Joyce Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","The University of Chicago Urban Education Institute","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-02-2024","Facebook","The Urban Center","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","X","'@TheFundChicago","3,083","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","The Chicago Public Education Fund","2,289","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-03-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","A Better Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","IL Raise Your Hand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Illinois Partners for Teacher Leadership","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Kids First Chicago","","","1","2","2","","0","0","0","1","0","1","0","1",""
"01-03-2024","Facebook","MacArthur Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","National Equity Project","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Simon Youth Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Stand for Children Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","Teach Plus Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","The Chicago Community Trust","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","The Joyce Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","The University of Chicago Urban Education Institute","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-03-2024","Facebook","The Urban Center","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","X","'@TheFundChicago","3,083","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","The Chicago Public Education Fund","2,289","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-04-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","A Better Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","IL Raise Your Hand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Illinois Partners for Teacher Leadership","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Kids First Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","MacArthur Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","National Equity Project","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Simon Youth Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Stand for Children Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","Teach Plus Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","The Chicago Community Trust","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","The Joyce Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","The University of Chicago Urban Education Institute","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-04-2024","Facebook","The Urban Center","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","X","'@TheFundChicago","3,084","1","1","8","8","0.0324%","0","0","1","0","0","6","0","2",""
"01-05-2024","Facebook","The Chicago Public Education Fund","2,289","0","1","2","2","0.0000%","0","0","1","0","0","2","0","0","#schoolleaders, #distributedleadership"
"01-05-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","A Better Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","IL Raise Your Hand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","Illinois Partners for Teacher Leadership","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","Kids First Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","MacArthur Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","National Equity Project","","","1","3","3","","0","0","1","0","0","2","0","1",""
"01-05-2024","Facebook","Simon Youth Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","Stand for Children Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","Teach Plus Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","The Chicago Community Trust","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","The Joyce Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","The University of Chicago Urban Education Institute","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-05-2024","Facebook","The Urban Center","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","X","'@TheFundChicago","3,084","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","The Chicago Public Education Fund","2,289","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-06-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","A Better Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","IL Raise Your Hand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Illinois Partners for Teacher Leadership","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Kids First Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","MacArthur Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","National Equity Project","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Simon Youth Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Stand for Children Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","Teach Plus Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","The Chicago Community Trust","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","The Joyce Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","The University of Chicago Urban Education Institute","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-06-2024","Facebook","The Urban Center","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","X","'@TheFundChicago","3,084","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","The Chicago Public Education Fund","2,289","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-07-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","A Better Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","IL Raise Your Hand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Illinois Partners for Teacher Leadership","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Kids First Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","MacArthur Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","National Equity Project","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Simon Youth Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Stand for Children Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","Teach Plus Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","The Chicago Community Trust","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","The Joyce Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","The University of Chicago Urban Education Institute","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-07-2024","Facebook","The Urban Center","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","X","'@TheFundChicago","3,084","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","The Chicago Public Education Fund","2,289","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-08-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","A Better Chicago","","","1","5","5","","0","0","1","0","0","4","0","1",""
"01-08-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","IL Raise Your Hand","","","3","5","1.67","","0","0","1","2","0","3","1","1",""
"01-08-2024","Facebook","Illinois Partners for Teacher Leadership","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","Kids First Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","MacArthur Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","National Equity Project","","","1","2","2","","0","0","1","0","0","1","0","1",""
"01-08-2024","Facebook","Simon Youth Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","Stand for Children Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","Teach Plus Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","The Chicago Community Trust","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","The Joyce Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","The University of Chicago Urban Education Institute","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-08-2024","Facebook","The Urban Center","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","X","'@TheFundChicago","3,087","3","0","0","0","0.0973%","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","The Chicago Public Education Fund","2,289","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-09-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","A Better Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","IL Raise Your Hand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Illinois Partners for Teacher Leadership","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Kids First Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","MacArthur Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","National Equity Project","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Simon Youth Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Stand for Children Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","Teach Plus Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","The Chicago Community Trust","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","The Joyce Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","The University of Chicago Urban Education Institute","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-09-2024","Facebook","The Urban Center","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","X","'@TheFundChicago","3,087","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","The Chicago Public Education Fund","2,289","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0",""
"01-10-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","A Better Chicago","","","1","6","6","","0","0","1","0","0","5","0","1",""
"01-10-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","IL Raise Your Hand","","","1","1","1","","0","0","0","1","0","0","0","1",""
"01-10-2024","Facebook","Illinois Partners for Teacher Leadership","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","Kids First Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","MacArthur Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","National Equity Project","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","Simon Youth Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","Stand for Children Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","Teach Plus Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","The Chicago Community Trust","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","The Joyce Foundation","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","The University of Chicago Urban Education Institute","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-10-2024","Facebook","The Urban Center","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","X","'@TheFundChicago","3,087","0","1","3","3","0.0000%","0","0","1","0","0","1","0","2",""
"01-11-2024","Facebook","The Chicago Public Education Fund","2,289","0","1","1","1","0.0000%","0","0","1","0","0","1","0","0",""
"01-11-2024","X","'@_abetterchicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","X","'@HopeChicagoEdu","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","X","'@ILRaiseYourHand","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","X","'@KidsFirstChi","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","Facebook","A Better Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","Facebook","Advance Illinois","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","Facebook","Chicago Education Alliance","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","Facebook","Children First Fund","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","Facebook","City Year","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","Facebook","Communities In Schools of Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","Facebook","Education Leaders of Color","","","0","0","0","","0","0","0","0","0","0","0","0",""
"01-11-2024","Facebook","Hope Chicago","","","0","0","0","","0","0","0","0","0","0","0","0",""
