"Date","Facebook Page","Followers","Net Follower Growth","Published Posts","Views","Organic Views","Paid Views","Reach","Organic Reach","Paid Reach","Engagements","Reactions","Comments","Shares","Post Link Clicks","Other Post Clicks","Page Actions","Engagement Rate (per View)","Video Views","Full Video Views","Partial Video Views","Organic Video Views","Organic Full Video Views","Organic Partial Video Views","Paid Video Views","Paid Full Video Views","Paid Partial Video Views","Click to Play Video Views","Autoplay Video Views"
"08-25-2025","The Chicago Public Education Fund","2,428","0","1","125","125","0","69","","0","0","0","0","0","0","0","0","0%","6","0","6","6","0","6","0","0","0","0","6"
"08-26-2025","The Chicago Public Education Fund","2,429","1","1","857","857","0","371","","0","3","1","0","0","2","0","0","0.35%","9","2","7","9","2","7","0","0","0","0","9"
"08-27-2025","The Chicago Public Education Fund","2,429","0","1","438","438","0","220","","0","150","17","0","1","8","124","0","34.25%","5","0","5","5","0","5","0","0","0","0","5"
"08-28-2025","The Chicago Public Education Fund","2,428","-1","0","106","106","0","50","","0","32","3","0","1","2","26","0","30.19%","3","0","3","3","0","3","0","0","0","0","3"
"08-29-2025","The Chicago Public Education Fund","2,427","-1","0","109","109","0","56","","0","2","0","0","0","1","1","0","1.83%","2","0","2","2","0","2","0","0","0","0","2"
"08-30-2025","The Chicago Public Education Fund","2,427","0","0","115","115","0","87","","0","6","0","0","1","0","5","0","5.22%","2","0","2","2","0","2","0","0","0","0","2"
"08-31-2025","The Chicago Public Education Fund","2,427","0","0","90","90","0","53","","0","10","1","0","0","0","9","0","11.11%","5","0","5","5","0","5","0","0","0","0","5"
"09-01-2025","The Chicago Public Education Fund","2,427","0","0","71","71","0","102","","0","5","0","0","0","2","3","0","7.04%","3","1","2","3","1","2","0","0","0","0","3"
"09-02-2025","The Chicago Public Education Fund","2,427","0","0","49","49","0","44","","0","0","0","0","0","0","0","0","0%","2","1","1","2","1","1","0","0","0","0","2"
"09-03-2025","The Chicago Public Education Fund","2,426","-1","1","80","80","0","48","","0","0","0","0","0","0","0","0","0%","3","0","3","3","0","3","0","0","0","0","3"
"09-04-2025","The Chicago Public Education Fund","2,427","1","1","378","378","0","179","","0","2","0","0","0","1","1","0","0.53%","2","0","2","2","0","2","0","0","0","0","2"
"09-05-2025","The Chicago Public Education Fund","2,427","0","0","117","117","0","69","","0","45","5","0","0","1","39","0","38.46%","4","0","4","4","0","4","0","0","0","0","4"
"09-06-2025","The Chicago Public Education Fund","2,427","0","0","79","79","0","30","","0","7","0","0","0","1","6","0","8.86%","6","1","5","6","1","5","0","0","0","1","5"
"09-07-2025","The Chicago Public Education Fund","2,427","0","0","200","200","0","24","","0","1","0","0","0","0","1","0","0.5%","3","0","3","3","0","3","0","0","0","0","3"
"09-08-2025","The Chicago Public Education Fund","2,428","1","1","506","506","0","280","","0","2","0","0","0","0","2","0","0.4%","3","0","3","3","0","3","0","0","0","1","2"
"09-09-2025","The Chicago Public Education Fund","2,428","0","0","205","205","0","124","","0","63","10","2","1","1","49","0","30.73%","3","1","2","3","1","2","0","0","0","2","1"
"09-10-2025","The Chicago Public Education Fund","2,429","1","0","96","96","0","54","","0","15","2","0","0","1","12","0","15.63%","3","1","2","3","1","2","0","0","0","0","3"
"09-11-2025","The Chicago Public Education Fund","2,430","1","0","72","72","0","42","","0","4","1","0","0","0","3","0","5.56%","0","0","0","0","0","0","0","0","0","0","0"
"09-12-2025","The Chicago Public Education Fund","2,430","0","0","45","45","0","25","","0","8","2","0","0","0","6","0","17.78%","2","1","1","2","1","1","0","0","0","0","2"
"09-13-2025","The Chicago Public Education Fund","2,430","0","0","57","57","0","24","","0","1","1","0","0","0","0","0","1.75%","5","2","3","5","2","3","0","0","0","1","4"
"09-14-2025","The Chicago Public Education Fund","2,430","0","0","33","33","0","21","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"09-15-2025","The Chicago Public Education Fund","2,430","0","1","91","91","0","46","","0","0","0","0","0","0","0","0","0%","4","0","4","4","0","4","0","0","0","0","4"
"09-16-2025","The Chicago Public Education Fund","2,430","0","1","460","460","0","273","","0","1","1","0","0","0","0","0","0.22%","1","0","1","1","0","1","0","0","0","0","1"
"09-17-2025","The Chicago Public Education Fund","2,430","0","1","315","315","0","155","","0","33","5","0","1","0","27","0","10.48%","1","0","1","1","0","1","0","0","0","0","1"
"09-18-2025","The Chicago Public Education Fund","2,430","0","0","103","103","0","58","","0","2","1","0","1","0","0","0","1.94%","3","1","2","3","1","2","0","0","0","1","2"
"09-19-2025","The Chicago Public Education Fund","2,430","0","0","57","57","0","36","","0","0","0","0","0","0","0","0","0%","4","1","3","4","1","3","0","0","0","0","4"
"09-20-2025","The Chicago Public Education Fund","2,431","1","0","81","81","0","39","","0","0","0","0","0","0","0","0","0%","6","2","4","6","2","4","0","0","0","1","5"
"09-21-2025","The Chicago Public Education Fund","2,431","0","0","51","51","0","50","","0","0","0","0","0","0","0","0","0%","4","1","3","4","1","3","0","0","0","0","4"
"09-22-2025","The Chicago Public Education Fund","2,431","0","0","33","33","0","31","","0","0","0","0","0","0","0","0","0%","6","0","6","6","0","6","0","0","0","0","6"
"09-23-2025","The Chicago Public Education Fund","2,430","-1","1","88","88","0","46","","0","0","0","0","0","0","0","0","0%","4","0","4","4","0","4","0","0","0","0","4"
"09-24-2025","The Chicago Public Education Fund","2,430","0","0","67","67","0","47","","0","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"09-25-2025","The Chicago Public Education Fund","2,432","2","1","488","488","0","217","","0","1","0","0","0","1","0","0","0.2%","2","1","1","2","1","1","0","0","0","1","1"
"09-26-2025","The Chicago Public Education Fund","2,432","0","1","794","794","0","257","","0","96","10","0","0","0","86","0","12.09%","14","7","7","14","7","7","0","0","0","2","12"
"09-27-2025","The Chicago Public Education Fund","2,432","0","0","271","271","0","155","","0","68","10","0","1","4","53","0","25.09%","3","0","3","3","0","3","0","0","0","0","3"
"09-28-2025","The Chicago Public Education Fund","2,431","-1","0","105","105","0","63","","0","18","0","0","0","0","18","0","17.14%","1","0","1","1","0","1","0","0","0","0","1"
"09-29-2025","The Chicago Public Education Fund","2,434","3","1","305","305","0","162","","0","3","0","0","0","0","3","0","0.98%","3","0","3","3","0","3","0","0","0","0","3"
"09-30-2025","The Chicago Public Education Fund","2,434","0","2","199","199","0","87","","0","21","4","1","0","3","13","0","10.55%","4","2","2","4","2","2","0","0","0","0","4"
"10-01-2025","The Chicago Public Education Fund","2,437","3","3","1,467","1,467","0","716","","0","7","1","1","0","1","4","0","0.48%","0","0","0","0","0","0","0","0","0","0","0"
"10-02-2025","The Chicago Public Education Fund","2,437","0","0","535","535","0","291","","0","92","28","1","3","3","57","0","17.2%","4","0","4","4","0","4","0","0","0","0","4"
"10-03-2025","The Chicago Public Education Fund","2,439","2","1","457","457","0","287","","0","11","1","0","0","1","9","0","2.41%","4","1","3","4","1","3","0","0","0","0","4"
"10-04-2025","The Chicago Public Education Fund","2,439","0","0","586","586","0","354","","0","20","7","0","1","3","9","0","3.41%","0","0","0","0","0","0","0","0","0","0","0"
"10-05-2025","The Chicago Public Education Fund","2,439","0","0","165","165","0","97","","0","17","1","0","0","1","15","0","10.3%","5","1","4","5","1","4","0","0","0","1","4"
"10-06-2025","The Chicago Public Education Fund","2,439","0","1","727","727","0","449","","0","8","4","0","1","0","3","0","1.1%","3","1","2","3","1","2","0","0","0","0","3"
"10-07-2025","The Chicago Public Education Fund","2,441","2","2","1,316","1,316","0","525","","0","46","12","1","2","0","31","0","3.5%","5","1","4","5","1","4","0","0","0","0","5"
"10-08-2025","The Chicago Public Education Fund","2,442","1","2","872","872","0","406","","0","69","31","3","4","2","29","0","7.91%","10","3","7","10","3","7","0","0","0","0","10"
"10-09-2025","The Chicago Public Education Fund","2,442","0","0","538","538","0","288","","0","56","21","6","4","1","24","0","10.41%","7","0","7","7","0","7","0","0","0","0","7"
"10-10-2025","The Chicago Public Education Fund","2,443","1","0","462","462","0","168","","0","33","10","10","0","0","13","0","7.14%","22","5","17","22","5","17","0","0","0","0","22"
"10-11-2025","The Chicago Public Education Fund","2,443","0","0","230","230","0","133","","0","19","3","2","0","1","13","0","8.26%","8","1","7","8","1","7","0","0","0","0","8"
"10-12-2025","The Chicago Public Education Fund","2,444","1","0","160","160","0","72","","0","8","4","0","0","0","4","0","5%","6","2","4","6","2","4","0","0","0","0","6"
"10-13-2025","The Chicago Public Education Fund","2,444","0","1","629","629","0","333","","0","1","0","0","0","1","0","0","0.16%","161","37","124","161","37","124","0","0","0","4","157"
"10-14-2025","The Chicago Public Education Fund","2,445","1","1","1,183","1,183","0","710","","0","78","40","7","4","0","27","0","6.59%","67","20","47","67","20","47","0","0","0","0","67"
"10-15-2025","The Chicago Public Education Fund","2,448","3","0","2,420","2,420","0","1,240","","0","151","38","15","3","7","88","0","6.24%","31","7","24","31","7","24","0","0","0","1","30"
"10-16-2025","The Chicago Public Education Fund","2,451","3","1","1,257","1,257","0","682","","0","248","57","27","3","11","150","0","19.73%","17","1","16","17","1","16","0","0","0","1","16"
"10-17-2025","The Chicago Public Education Fund","2,452","1","0","531","531","0","232","","0","63","20","4","0","1","38","0","11.86%","12","3","9","12","3","9","0","0","0","0","12"
"10-18-2025","The Chicago Public Education Fund","2,453","1","0","185","185","0","98","","0","24","5","3","0","0","16","0","12.97%","13","3","10","13","3","10","0","0","0","0","13"
"10-19-2025","The Chicago Public Education Fund","2,453","0","0","117","117","0","62","","0","8","4","1","0","0","3","0","6.84%","4","0","4","4","0","4","0","0","0","0","4"
"10-20-2025","The Chicago Public Education Fund","2,454","1","3","1,542","1,542","0","794","","0","0","0","0","0","0","0","0","0%","13","2","11","13","2","11","0","0","0","0","13"
"10-21-2025","The Chicago Public Education Fund","2,460","6","1","1,805","1,805","0","831","","0","136","43","12","0","0","81","0","7.53%","15","4","11","15","4","11","0","0","0","0","15"
"10-22-2025","The Chicago Public Education Fund","2,465","5","0","10,216","10,216","0","3,913","","0","99","41","3","1","1","53","0","0.97%","20","4","16","20","4","16","0","0","0","0","20"
"10-23-2025","The Chicago Public Education Fund","2,466","1","0","6,240","6,240","0","2,598","","0","1,375","305","35","61","0","974","0","22.04%","4","0","4","4","0","4","0","0","0","0","4"
"10-24-2025","The Chicago Public Education Fund","2,468","2","0","2,546","2,546","0","1,076","","0","451","122","14","16","0","299","0","17.71%","7","1","6","7","1","6","0","0","0","1","6"
"10-25-2025","The Chicago Public Education Fund","2,470","2","0","2,035","2,035","0","966","","0","177","44","11","5","1","116","0","8.7%","13","4","9","13","4","9","0","0","0","0","13"
"10-26-2025","The Chicago Public Education Fund","2,470","0","0","976","976","0","484","","0","108","25","5","2","1","75","0","11.07%","6","1","5","6","1","5","0","0","0","0","6"
"10-27-2025","The Chicago Public Education Fund","2,470","0","1","868","868","0","502","","0","82","12","4","1","0","65","0","9.45%","4","1","3","4","1","3","0","0","0","0","4"
"10-28-2025","The Chicago Public Education Fund","2,469","-1","0","514","514","0","316","","0","53","18","2","4","1","28","0","10.31%","5","0","5","5","0","5","0","0","0","0","5"
"10-29-2025","The Chicago Public Education Fund","2,469","0","0","291","291","0","173","","0","28","8","3","5","0","12","0","9.62%","11","1","10","11","1","10","0","0","0","0","11"
"10-30-2025","The Chicago Public Education Fund","2,475","6","0","2,788","2,788","0","1,013","","0","27","6","2","5","0","14","0","0.97%","6","0","6","6","0","6","0","0","0","0","6"
"10-31-2025","The Chicago Public Education Fund","2,475","0","1","5,740","5,740","0","1,554","","0","654","88","3","5","10","548","0","11.39%","20","5","15","20","5","15","0","0","0","1","19"
"11-01-2025","The Chicago Public Education Fund","2,477","2","0","1,435","1,435","0","473","","0","796","54","9","13","1","719","0","55.47%","13","2","11","13","2","11","0","0","0","1","12"
"11-02-2025","The Chicago Public Education Fund","2,477","0","0","1,604","1,604","0","533","","0","122","10","2","2","0","108","0","7.61%","9","3","6","9","3","6","0","0","0","0","9"
"11-03-2025","The Chicago Public Education Fund","2,476","-1","0","2,309","2,309","0","794","","0","99","7","0","2","2","88","0","4.29%","5","2","3","5","2","3","0","0","0","0","5"
"11-04-2025","The Chicago Public Education Fund","2,479","3","1","1,376","1,376","0","584","","0","321","34","9","5","3","270","0","23.33%","9","2","7","9","2","7","0","0","0","0","9"
"11-05-2025","The Chicago Public Education Fund","2,480","1","0","616","616","0","312","","0","186","7","0","0","1","178","0","30.19%","5","2","3","5","2","3","0","0","0","0","5"
"11-06-2025","The Chicago Public Education Fund","2,480","0","0","260","260","0","135","","0","59","3","0","0","0","56","0","22.69%","11","2","9","11","2","9","0","0","0","0","11"
"11-07-2025","The Chicago Public Education Fund","2,480","0","0","203","203","0","94","","0","9","0","0","0","0","9","0","4.43%","7","2","5","7","2","5","0","0","0","0","7"
"11-08-2025","The Chicago Public Education Fund","2,480","0","0","188","188","0","80","","0","6","1","0","1","0","4","0","3.19%","5","2","3","5","2","3","0","0","0","0","5"
"11-09-2025","The Chicago Public Education Fund","2,480","0","0","98","98","0","53","","0","7","1","0","0","0","6","0","7.14%","3","1","2","3","1","2","0","0","0","0","3"
"11-10-2025","The Chicago Public Education Fund","2,480","0","0","110","110","0","57","","0","1","1","0","0","0","0","0","0.91%","6","2","4","6","2","4","0","0","0","0","6"
"11-11-2025","The Chicago Public Education Fund","2,480","0","0","129","129","0","70","","0","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"11-12-2025","The Chicago Public Education Fund","2,482","2","0","109","109","0","61","","0","0","0","0","0","0","0","0","0%","3","0","3","3","0","3","0","0","0","0","3"
"11-13-2025","The Chicago Public Education Fund","2,482","0","0","61","61","0","41","","0","0","0","0","0","0","0","0","0%","4","1","3","4","1","3","0","0","0","0","4"
"11-14-2025","The Chicago Public Education Fund","2,484","2","0","68","68","0","51","","0","1","0","0","0","0","1","0","1.47%","2","0","2","2","0","2","0","0","0","0","2"
"11-15-2025","The Chicago Public Education Fund","2,484","0","0","112","112","0","56","","0","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","0","1"
"11-16-2025","The Chicago Public Education Fund","2,484","0","0","94","94","0","47","","0","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"11-17-2025","The Chicago Public Education Fund","2,487","3","0","121","121","0","54","","0","1","0","0","0","0","1","0","0.83%","8","0","8","8","0","8","0","0","0","0","8"
"11-18-2025","The Chicago Public Education Fund","2,486","-1","0","145","145","0","77","","0","0","0","0","0","0","0","0","0%","10","2","8","10","2","8","0","0","0","0","10"
"11-19-2025","The Chicago Public Education Fund","2,485","-1","0","89","89","0","46","","0","0","0","0","0","0","0","0","0%","7","2","5","7","2","5","0","0","0","0","7"
"11-20-2025","The Chicago Public Education Fund","2,485","0","3","591","591","0","247","","0","0","0","0","0","0","0","0","0%","5","0","5","5","0","5","0","0","0","0","5"
"11-21-2025","The Chicago Public Education Fund","2,487","2","0","360","360","0","190","","0","69","5","0","0","0","64","0","19.17%","6","1","5","6","1","5","0","0","0","0","6"
"11-22-2025","The Chicago Public Education Fund","2,489","2","0","170","170","0","69","","0","11","2","0","0","0","9","0","6.47%","2","0","2","2","0","2","0","0","0","0","2"
"11-23-2025","The Chicago Public Education Fund","2,489","0","0","305","305","0","50","","0","1","0","0","0","0","1","0","0.33%","2","1","1","2","1","1","0","0","0","0","2"
"11-24-2025","The Chicago Public Education Fund","2,490","1","1","320","320","0","121","","0","1","0","0","0","0","1","0","0.31%","6","2","4","6","2","4","0","0","0","0","6"
"11-25-2025","The Chicago Public Education Fund","2,491","1","1","317","317","0","143","","0","15","1","0","0","7","7","0","4.73%","6","0","6","6","0","6","0","0","0","0","6"
"11-26-2025","The Chicago Public Education Fund","2,491","0","0","154","154","0","70","","0","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"11-27-2025","The Chicago Public Education Fund","2,491","0","0","204","204","0","69","","0","0","0","0","0","0","0","0","0%","4","0","4","4","0","4","0","0","0","0","4"
"11-28-2025","The Chicago Public Education Fund","2,491","1","0","123","123","0","46","","0","1","0","0","0","1","0","0","0.81%","3","1","2","3","1","2","0","0","0","0","3"
"11-29-2025","The Chicago Public Education Fund","2,491","0","0","85","85","0","47","","0","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"11-30-2025","The Chicago Public Education Fund","2,492","1","0","113","113","0","86","","0","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"12-01-2025","The Chicago Public Education Fund","2,493","1","0","93","93","0","53","","0","0","0","0","0","0","0","0","0%","5","1","4","5","1","4","0","0","0","0","5"
"12-02-2025","The Chicago Public Education Fund","2,495","1","2","459","459","0","156","","0","0","0","0","0","0","0","0","0%","10","1","9","10","1","9","0","0","0","0","10"
"12-03-2025","The Chicago Public Education Fund","2,495","0","0","136","136","0","88","","0","11","3","0","2","0","6","0","8.09%","1","0","1","1","0","1","0","0","0","0","1"
"12-04-2025","The Chicago Public Education Fund","2,496","0","0","182","182","0","63","","0","0","0","0","0","0","0","0","0%","5","1","4","5","1","4","0","0","0","1","4"
"12-05-2025","The Chicago Public Education Fund","2,496","0","1","143","143","0","85","","0","3","1","0","1","0","1","0","2.1%","23","2","21","23","2","21","0","0","0","1","22"
"12-06-2025","The Chicago Public Education Fund","2,496","0","0","70","70","0","49","","0","9","3","2","3","1","0","0","12.86%","11","3","8","11","3","8","0","0","0","0","11"
"12-07-2025","The Chicago Public Education Fund","2,496","0","0","143","143","0","55","","0","6","2","3","0","0","1","0","4.2%","9","2","7","9","2","7","0","0","0","0","9"
"12-08-2025","The Chicago Public Education Fund","2,496","0","1","509","509","0","206","","0","4","1","3","0","0","0","0","0.79%","113","40","73","113","40","73","0","0","0","0","113"
"12-09-2025","The Chicago Public Education Fund","2,496","0","1","317","317","0","173","","0","51","11","4","0","2","34","0","16.09%","27","7","20","27","7","20","0","0","0","1","26"
"12-10-2025","The Chicago Public Education Fund","2,496","0","1","265","265","0","126","","0","28","7","2","0","0","19","0","10.57%","44","7","37","44","7","37","0","0","0","0","44"
"12-11-2025","The Chicago Public Education Fund","2,495","0","2","227","227","0","99","","0","16","5","2","0","0","9","0","7.05%","16","3","13","16","3","13","0","0","0","0","16"
"12-12-2025","The Chicago Public Education Fund","2,494","-1","0","159","159","0","56","","0","5","2","1","0","0","2","0","3.14%","12","1","11","12","1","11","0","0","0","0","12"
"12-13-2025","The Chicago Public Education Fund","2,494","0","0","82","82","0","53","","0","5","2","0","0","0","3","0","6.1%","9","4","5","9","4","5","0","0","0","0","9"
"12-14-2025","The Chicago Public Education Fund","2,496","2","0","90","90","0","44","","0","4","1","0","0","0","3","0","4.44%","7","1","6","7","1","6","0","0","0","1","6"
"12-15-2025","The Chicago Public Education Fund","2,496","0","1","133","133","0","80","","0","0","0","0","0","0","0","0","0%","7","1","6","7","1","6","0","0","0","0","7"
"12-16-2025","The Chicago Public Education Fund","2,496","0","0","102","102","0","48","","0","3","0","0","0","1","2","0","2.94%","5","1","4","5","1","4","0","0","0","0","5"
"12-17-2025","The Chicago Public Education Fund","2,496","0","1","104","104","0","64","","0","0","0","0","0","0","0","0","0%","23","2","21","23","2","21","0","0","0","1","22"
"12-18-2025","The Chicago Public Education Fund","2,496","0","0","112","112","0","52","","0","3","2","0","1","0","0","0","2.68%","19","1","18","19","1","18","0","0","0","1","18"
"12-19-2025","The Chicago Public Education Fund","2,496","0","0","112","112","0","44","","0","2","1","0","0","0","1","0","1.79%","17","4","13","17","4","13","0","0","0","1","16"
"12-20-2025","The Chicago Public Education Fund","2,496","0","0","147","147","0","40","","0","4","2","0","0","0","2","0","2.72%","12","2","10","12","2","10","0","0","0","1","11"
"12-21-2025","The Chicago Public Education Fund","2,495","-1","0","54","54","0","28","","0","1","1","0","0","0","0","0","1.85%","3","1","2","3","1","2","0","0","0","0","3"
"12-22-2025","The Chicago Public Education Fund","2,495","0","1","286","286","0","153","","0","4","1","1","0","0","2","0","1.4%","4","1","3","4","1","3","0","0","0","0","4"
"12-23-2025","The Chicago Public Education Fund","2,495","0","0","183","183","0","101","","0","11","3","0","0","0","8","0","6.01%","2","0","2","2","0","2","0","0","0","0","2"
"12-24-2025","The Chicago Public Education Fund","2,500","0","0","77","77","0","46","","0","16","3","4","0","1","8","0","20.78%","2","0","2","2","0","2","0","0","0","0","2"
"12-25-2025","The Chicago Public Education Fund","2,500","0","0","54","54","0","45","","0","2","0","1","0","0","1","0","3.7%","3","0","3","3","0","3","0","0","0","0","3"
"12-26-2025","The Chicago Public Education Fund","2,500","0","1","132","132","0","88","","0","1","1","0","0","0","0","0","0.76%","26","1","25","26","1","25","0","0","0","2","24"
"12-27-2025","The Chicago Public Education Fund","2,501","0","0","74","74","0","56","","0","2","2","0","0","0","0","0","2.7%","18","1","17","18","1","17","0","0","0","0","18"
"12-28-2025","The Chicago Public Education Fund","2,501","0","0","96","96","0","51","","0","1","1","0","0","0","0","0","1.04%","13","0","13","13","0","13","0","0","0","1","12"
"12-29-2025","The Chicago Public Education Fund","2,501","0","1","116","116","0","96","","0","0","0","0","0","0","0","0","0%","31","6","25","31","6","25","0","0","0","0","31"
"12-30-2025","The Chicago Public Education Fund","2,501","0","0","50","50","0","45","","0","2","2","0","0","0","0","0","4%","3","0","3","3","0","3","0","0","0","0","3"
"12-31-2025","The Chicago Public Education Fund","2,500","0","1","131","131","0","69","","0","0","0","0","0","0","0","0","0%","12","1","11","12","1","11","0","0","0","0","12"
"01-01-2026","The Chicago Public Education Fund","2,499","0","0","103","103","0","65","","0","3","0","0","0","0","3","0","2.91%","6","0","6","6","0","6","0","0","0","1","5"
"01-02-2026","The Chicago Public Education Fund","2,498","-1","0","82","82","0","46","","0","2","0","0","0","0","2","0","2.44%","4","1","3","4","1","3","0","0","0","0","4"
"01-03-2026","The Chicago Public Education Fund","2,498","0","0","48","48","0","28","","0","1","1","0","0","0","0","0","2.08%","3","1","2","3","1","2","0","0","0","0","3"
"01-04-2026","The Chicago Public Education Fund","2,498","0","0","62","62","0","39","","0","0","0","0","0","0","0","0","0%","5","1","4","5","1","4","0","0","0","0","5"
"01-05-2026","The Chicago Public Education Fund","2,499","1","1","296","296","0","132","","0","1","1","0","0","0","0","0","0.34%","104","43","61","104","43","61","0","0","0","2","102"
"01-06-2026","The Chicago Public Education Fund","2,501","2","0","374","374","0","130","","0","49","43","4","2","0","0","0","13.1%","160","50","110","160","50","110","0","0","0","4","156"
"01-07-2026","The Chicago Public Education Fund","2,501","0","0","198","198","0","57","","0","13","12","0","1","0","0","0","6.57%","46","14","32","46","14","32","0","0","0","0","46"
"01-08-2026","The Chicago Public Education Fund","2,502","0","0","116","116","0","46","","0","6","5","0","0","1","0","0","5.17%","21","8","13","21","8","13","0","0","0","0","21"
"01-09-2026","The Chicago Public Education Fund","2,504","1","2","157","157","0","73","","0","4","3","1","0","0","0","0","2.55%","38","13","25","38","13","25","0","0","0","1","37"
"01-10-2026","The Chicago Public Education Fund","2,503","0","0","143","143","0","62","","0","11","9","1","0","1","0","0","7.69%","11","2","9","11","2","9","0","0","0","0","11"
"01-11-2026","The Chicago Public Education Fund","2,504","1","0","109","109","0","56","","0","1","1","0","0","0","0","0","0.92%","18","3","15","18","3","15","0","0","0","0","18"
"01-12-2026","The Chicago Public Education Fund","2,503","0","0","82","82","0","39","","0","2","0","0","0","1","1","0","2.44%","12","2","10","12","2","10","0","0","0","0","12"
"01-13-2026","The Chicago Public Education Fund","2,503","0","1","372","372","0","249","","0","4","3","1","0","0","0","0","1.08%","113","9","104","113","9","104","0","0","0","0","113"
"01-14-2026","The Chicago Public Education Fund","2,507","1","1","931","931","0","454","","0","3","3","0","0","0","0","0","0.32%","22","1","21","22","1","21","0","0","0","0","22"
"01-15-2026","The Chicago Public Education Fund","2,506","-1","0","334","334","0","204","","0","117","19","15","0","63","20","0","35.03%","9","4","5","9","4","5","0","0","0","1","8"
"01-16-2026","The Chicago Public Education Fund","2,509","1","0","200","200","0","132","","0","15","1","1","0","10","3","0","7.5%","9","1","8","9","1","8","0","0","0","0","9"
"01-17-2026","The Chicago Public Education Fund","2,510","0","0","166","166","0","69","","0","13","1","0","0","6","6","0","7.83%","17","3","14","17","3","14","0","0","0","1","16"
"01-18-2026","The Chicago Public Education Fund","2,509","0","0","68","68","0","28","","0","5","1","0","0","4","0","0","7.35%","14","6","8","14","6","8","0","0","0","0","14"
"01-19-2026","The Chicago Public Education Fund","2,509","0","1","118","118","0","61","","0","0","0","0","0","0","0","0","0%","15","3","12","15","3","12","0","0","0","0","15"
"01-20-2026","The Chicago Public Education Fund","2,509","0","3","293","293","0","111","","0","2","1","0","0","1","0","0","0.68%","18","4","14","18","4","14","0","0","0","0","18"
"01-21-2026","The Chicago Public Education Fund","2,509","0","0","148","148","0","67","","0","3","2","0","0","1","0","0","2.03%","8","0","8","8","0","8","0","0","0","0","8"
"01-22-2026","The Chicago Public Education Fund","2,509","0","1","951","951","0","375","","0","0","0","0","0","0","0","0","0%","7","1","6","7","1","6","0","0","0","0","7"
"01-23-2026","The Chicago Public Education Fund","2,510","1","1","595","595","0","400","","0","50","17","3","0","0","30","0","8.4%","7","0","7","7","0","7","0","0","0","1","6"
"01-24-2026","The Chicago Public Education Fund","2,510","0","0","196","196","0","85","","0","4","0","0","0","1","3","0","2.04%","1","0","1","1","0","1","0","0","0","0","1"
"01-25-2026","The Chicago Public Education Fund","2,510","0","0","102","102","0","46","","0","2","1","0","0","0","1","0","1.96%","5","1","4","5","1","4","0","0","0","0","5"
"01-26-2026","The Chicago Public Education Fund","2,510","0","0","191","191","0","55","","0","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"01-27-2026","The Chicago Public Education Fund","2,510","0","0","128","128","0","41","","0","1","1","0","0","0","0","0","0.78%","4","1","3","4","1","3","0","0","0","0","4"
"01-28-2026","The Chicago Public Education Fund","2,512","0","1","195","195","0","67","","0","1","1","0","0","0","0","0","0.51%","5","0","5","5","0","5","0","0","0","0","5"
"01-29-2026","The Chicago Public Education Fund","2,512","0","1","142","142","0","74","","0","2","1","0","0","0","1","0","1.41%","5","0","5","5","0","5","0","0","0","0","5"
"01-30-2026","The Chicago Public Education Fund","2,513","0","0","169","169","0","42","","0","3","1","0","0","0","2","0","1.78%","5","1","4","5","1","4","0","0","0","0","5"
"01-31-2026","The Chicago Public Education Fund","2,514","0","0","214","214","0","33","","0","2","0","0","0","1","1","0","0.93%","4","1","3","4","1","3","0","0","0","0","4"
"02-01-2026","The Chicago Public Education Fund","2,514","0","0","116","116","0","37","","0","2","1","0","0","1","0","0","1.72%","11","1","10","11","1","10","0","0","0","0","11"
"02-02-2026","The Chicago Public Education Fund","2,514","0","0","63","63","0","22","","0","0","0","0","0","0","0","0","0%","8","1","7","8","1","7","0","0","0","1","7"
"02-03-2026","The Chicago Public Education Fund","2,514","0","1","139","139","0","88","","0","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"02-04-2026","The Chicago Public Education Fund","2,515","0","0","155","155","0","77","","0","10","2","0","0","1","7","0","6.45%","14","6","8","14","6","8","0","0","0","2","12"
"02-05-2026","The Chicago Public Education Fund","2,517","1","1","139","139","0","97","","0","2","1","0","0","0","1","0","1.44%","6","1","5","6","1","5","0","0","0","0","6"
"02-06-2026","The Chicago Public Education Fund","2,517","-1","0","44","44","0","41","","0","2","1","0","0","0","1","0","4.55%","1","0","1","1","0","1","0","0","0","0","1"
"02-07-2026","The Chicago Public Education Fund","2,518","0","0","33","33","0","31","","0","11","5","1","0","0","5","0","33.33%","7","2","5","7","2","5","0","0","0","1","6"
