"Date","Post ID","Network","Post Type","Content Type","Profile","Sent by","Link","Post","Linked Content","Impressions","Organic Impressions","Paid Impressions","Reach","Organic Reach","Potential Reach","Engagement Rate (per Impression)","Engagements","Reactions","Likes","Dislikes","Love Reactions","Haha Reactions","Wow Reactions","Sad Reactions","Angry Reactions","Comments","Shares","Saves","Post Link Clicks","SproutLink Clicks","Other Post Clicks","Post Clicks (All)","Other Engagements","Subscribers Gained from Video","Annotation Clicks","Card Clicks","Video Views","Organic Video Views","Reels Skip Rate","Crossposted Reels Views","Facebook Reels Views","Paid Video Views","Partial Video Views","Organic Partial Video Views","Paid Partial Video Views","Full Video Views","Organic Full Video Views","Paid Full Video Views","Full Video View Rate","Follow Video Views","For You Video Views","Hashtag Video Views","Business Account Video Views","Others Video Views","Search Video Views","Sound Video Views","Unspecified Video Views","Estimated Minutes Watched","Story Taps Back","Story Taps Forward","Story Exits","Story Replies","Video Added to Playlists","Subscribers Lost from Video","Video Removed from Playlists","Average Video Time Watched (Seconds)","Video View Time (Seconds)","Poll Votes","Tags"
"6/30/2026 6:20 pm","2072097851744965100","X","Post","Photo","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2072097851744965100","June marks Immigrant Heritage Month, and we honor school leaders like Principal Graves at Jordan Community School, where more than 60% of the 484 students are English language learners.

Heritage is honored by treating a family's culture as something to build around https://t.co/rmhmQ0XqhY","https://x.com/TheFundChicago/status/2072097851744965100/photo/1","36","36","","","","3,043","11.11%","4","1","1","","","","","","","0","0","","","","0","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time X"
"6/30/2026 4:40 pm","171215529722880_1022724466976322","Facebook","Post","Photo","The Chicago Public Education Fund"," ","https://www.facebook.com/256370493611727/posts/1022724466976322","June marks Immigrant Heritage Month.

At Jordan Community School in Rogers Park, more than 60% of the 484 students are English language learners. Families come from dozens of countries and speak more than 30 languages.

For many families, everything about this country is brand new, including the worry of whether a school will truly accept them for who they are. Belonging isn't just a buzzword; it's an action, visible in the quiet, everyday choices a school makes behind the scenes.

When a student shared that her family assumed the school would not decorate for Ramadan, Principal Chris Graves did not just say yes. He asked the students to teach him how.

""I wouldn't know how to decorate, so I need you to teach me,” Principal Graves said.

This inclusive approach became an annual tradition, with the holiday calendar now mapped out together.

The commitment to inclusion extends throughout the building. When Principal Graves noticed Muslim families were receiving limited meal options at school events, he ensured halal options were available at every gathering so no family would ever have to eat separately from the rest. As more Swahili-speaking students enrolled, a Swahili language program followed. And as the student body grew more diverse, a former storage room was transformed into a library stocked so that every student can find characters who look like them.

Heritage is not only honored in celebration. It is honored when a leader treats a family's culture as something to build around, not work around.

We honor school leaders like Principal Graves, whose curiosity and inclusivity inspire a sense of true belonging in their communities.","https://www.facebook.com/256370493611727/posts/1022724466976322","246","246","0","165","0","","8.54%","21","2","1","","1","0","0","0","0","0","0","","","","19","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time FB"
"6/30/2026 2:51 pm","7477805556049543168","LinkedIn","Post","Photo","The Chicago Public Education Fund"," ","https://linkedin.com/feed/update/urn:li:ugcPost:7477805556049543168","June marks Immigrant Heritage Month.

At Jordan Community School in Rogers Park, more than 60% of the 484 students are English language learners. Families come from dozens of countries and speak more than 30 languages.

For many families, everything about this country is brand new, including the worry of whether a school will truly accept them for who they are. Belonging isn't just a buzzword; it's an action, visible in the quiet, everyday choices a school makes behind the scenes.

When a student shared that her family assumed the school would not decorate for Ramadan, Dr. Christopher Graves, Ed. D., CSBO did not just say yes. He asked the students to teach him how.

""I wouldn't know how to decorate, so I need you to teach me,” Principal Graves said.

This inclusive approach became an annual tradition, with the holiday calendar now mapped out together.

The commitment to inclusion extends throughout the building. When Principal Graves noticed Muslim families were receiving limited meal options at school events, he ensured halal options were available at every gathering so no family would ever have to eat separately from the rest. As more Swahili-speaking students enrolled, a Swahili language program followed. And as the student body grew more diverse, a former storage room was transformed into a library stocked so that every student can find characters who look like them.

Heritage is not only honored in celebration. It is honored when a leader treats a family's culture as something to build around, not work around.

We honor school leaders like Principal Graves, whose curiosity and inclusivity inspire a sense of true belonging in their communities.",,"114","114","","","","","27.19%","31","6","6","","","","","","","0","2","","23","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time LI"
"6/30/2026 9:12 am","2071960132770988111","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2071960132770988111","Dr. Pusatcioglu’s progress is a reminder that effective leadership is not about having all the answers. It is about creating the space, systems, and discipline to keep learning.",,"11","11","","","","3,043","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/30/2026 9:12 am","2071960090324697174","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2071960090324697174","Cultivate data showed a 7-point increase in students reporting clarity about their learning and an 11-point increase in teachers connecting content to real-life experiences

Attendance has remained strong, with chronic absenteeism declining from 53.3% in 2022 to 34.6% in 2025",,"3","3","","","","3,043","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/30/2026 9:12 am","2071959943444332640","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2071959943444332640","That leadership is reflected in the school's progress. Five Essentials data show gains of more than 10 points in both Supportive Environment and Ambitious Instruction, including a 15-point increase in peer support for academic work.",,"9","9","","","","3,043","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/30/2026 9:11 am","2071959885911142891","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2071959885911142891","Dr. Pusatcioglu listened to staff feedback and responded with intentional shifts, helping build trust, clarity, and support. Her leadership has been crucial in helping students, families, and staff navigate challenges created by federal immigration enforcement",,"7","7","","","","3,043","14.29%","1","1","1","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/29/2026 6:07 pm","171215529722880_1021657053749730","Facebook","Post","Photo","The Chicago Public Education Fund"," ","https://www.facebook.com/256370493611727/posts/1021657053749730","Each week, we lift up a Malott Educator Fellow who is making a meaningful difference for students.

This week, we’re proud to spotlight Heather Pusatcioglu, principal at Piccolo Elementary Specialty School and a member of our 2025–26 Malott Educator Fellowship cohort.

Throughout the year, Dr. Pusatcioglu listened closely to staff feedback and responded with intentional adjustments, helping build trust, clarity, and support across the school community. Her leadership has been especially important as students, families, and staff navigate ongoing challenges created by federal immigration enforcement.

That leadership is reflected in the school's progress. Five Essentials data show gains of more than 10 points in both Supportive Environment and Ambitious Instruction, including a 15-point increase in peer support for academic work. Cultivate data also showed a seven-point increase in students reporting clarity about their learning and an 11-point increase in teachers connecting content to real-life experiences.

Attendance has remained strong as well, with chronic absenteeism declining from 53.3% in 2022 to 34.6% in 2025.

Dr. Pusatcioglu’s progress is a reminder that effective leadership is not about having all the answers. It is about creating the space, systems, and discipline to keep learning.","https://www.facebook.com/photo.php?fbid=1021655993749836&set=a.254107080504735&type=3","1,099","1,099","0","798","0","","3.09%","34","9","3","","6","0","0","0","0","1","0","","","","24","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time FB"
"6/29/2026 1:41 pm","2071665251230024042","X","Post","Photo","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2071665251230024042","Each week, we lift up a Malott Educator Fellow who is making a meaningful difference for students.

This week, we’re proud to spotlight Heather Pusatcioglu, principal at Piccolo Elementary Specialty School and a member of our 2025–26 Malott Educator Fellowship cohort! https://t.co/KN1nPeSgTP","https://x.com/TheFundChicago/status/2071665251230024042/photo/1","98","98","","","","3,043","10.2%","10","1","1","","","","","","","4","0","","","","0","0","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time X"
"6/29/2026 1:16 pm","7477424739880292352","LinkedIn","Post","Photo","The Chicago Public Education Fund"," ","https://linkedin.com/feed/update/urn:li:share:7477424739880292352","Each week, we lift up a Malott Educator Fellow who is making a meaningful difference for students.

This week, we’re proud to spotlight Heather Buford Pusatcioglu, Ed.D., principal at Piccolo Elementary Specialty School and a member of our 2025–26 Malott Educator Fellowship cohort.

Throughout the year, Dr. Pusatcioglu listened closely to staff feedback and responded with intentional adjustments, helping build trust, clarity, and support across the school community. Her leadership has been especially important as students, families, and staff navigate ongoing challenges created by federal immigration enforcement.

That leadership is reflected in the school's progress. Five Essentials data show gains of more than 10 points in both Supportive Environment and Ambitious Instruction, including a 15-point increase in peer support for academic work. Cultivate data also showed a seven-point increase in students reporting clarity about their learning and an 11-point increase in teachers connecting content to real-life experiences.

Attendance has remained strong as well, with chronic absenteeism declining from 53.3% in 2022 to 34.6% in 2025.

Dr. Pusatcioglu’s progress is a reminder that effective leadership is not about having all the answers. It is about creating the space, systems, and discipline to keep learning.",,"475","475","","","","","5.68%","27","15","15","","","","","","","0","3","","9","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/29/2026 12:55 pm","7477370566551740417","LinkedIn","Post","Photo","The Chicago Public Education Fund"," ","https://linkedin.com/feed/update/urn:li:share:7477370566551740417","Each week, we lift up a Malott Educator Fellow who is making a meaningful difference for students.

This week, we’re proud to spotlight Heather Buford Pusatcioglu, Ed.D., principal at Piccolo Elementary Specialty School and a member of our 2025–26 Malott Educator Fellowship cohort.

Throughout the year, Dr. Pusatcioglu listened closely to staff feedback and responded with intentional adjustments, helping build trust, clarity, and support across the school community. Her leadership has been especially important as students, families, and staff navigate ongoing challenges created by federal immigration enforcement.

That leadership is reflected in the school's progress. Five Essentials data show gains of more than 10 points in both Supportive Environment and Ambitious Instruction, including a 15-point increase in peer support for academic work. Cultivate data also showed a seven-point increase in students reporting clarity about their learning and an 11-point increase in teachers connecting content to real-life experiences.

Attendance has remained strong as well, with chronic absenteeism declining from 53.3% in 2022 to 34.6% in 2025.

Dr. Pusatcioglu’s progress is a reminder that effective leadership is not about having all the answers. It is about creating the space, systems, and discipline to keep learning.",,"","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/27/2026 11:07 am","171215529722880_1020051817243587","Facebook","Post","Text","The Chicago Public Education Fund"," ","https://www.facebook.com/256370493611727/posts/1020051817243587","🏳️‍🌈Strong school communities take shape when students and staff feel safe, valued, and supported.

This Pride Month, the Fund recognizes the LGBTQ+ students, educators, and school leaders who make Chicago Public Schools more inclusive.

CPS is putting that into action this Sunday, June 28, when students and staff join the Chicago Pride Parade, walking alongside the district's float in North Halsted.

During her testimony in Washington this month, CPS CEO Dr. King put it directly: serving students well means learning to ""understand and embrace what makes each student and community unique."" 

The Fund believes students thrive when they have a sense of belonging and learning environments that affirm who they are.

This Pride Month and throughout the year, the Fund stands behind the leaders whose experience strengthens our schools and expands what is possible for every student.

#pridemonth #chicagopride",,"389","389","0","272","0","","3.34%","13","7","6","","1","0","0","0","0","0","0","","","","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/27/2026 11:00 am","171215529722880_1020047380577364","Facebook","Post","Text","The Chicago Public Education Fund"," ","https://www.facebook.com/256370493611727/posts/1020047380577364","🏳️‍🌈Strong school communities take shape when students and staff feel safe, valued, and supported.

This Pride Month, the Fund recognizes the LGBTQ+ students, educators, and school leaders who make more inclusive.

CPS is putting that into action this Sunday, June 28, when students and staff join the Chicago Pride Parade, walking alongside the district's float in North Halsted.

During her testimony in Washington this month, CPS CEO Dr. King put it directly: serving students well means learning to ""understand and embrace what makes each student and community unique."" 
The Fund believes students thrive when they have a sense of belonging and learning environments that affirm who they are.

This Pride Month and throughout the year, the Fund stands behind the leaders whose experience strengthens our schools and expands what is possible for every student.",,"","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6/27/2026 6:00 am","7476586866499014656","LinkedIn","Post","Text","The Chicago Public Education Fund"," ","https://linkedin.com/feed/update/urn:li:share:7476586866499014656","🏳️‍🌈Strong school communities take shape when students and staff feel safe, valued, and supported.

This Pride Month, the Fund recognizes the LGBTQ+ students, educators, and school leaders who make Chicago Public Schools more inclusive.

CPS is putting that into action this Sunday, June 28, when students and staff join the Chicago Pride Parade, walking alongside the district's float in North Halsted.

During her testimony in Washington this month, CPS CEO Macquline S King, EdD put it directly: serving students well means learning to ""understand and embrace what makes each student and community unique."" 

The Fund believes students thrive when they have a sense of belonging and learning environments that affirm who they are.

This Pride Month and throughout the year, the Fund stands behind the leaders whose experience strengthens our schools and expands what is possible for every student.",,"376","376","","","","","4.26%","16","7","7","","","","","","","0","1","","8","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/25/2026 1:41 pm","171215529722880_1018478480734254","Facebook","Post","Link","The Chicago Public Education Fund"," ","https://www.facebook.com/256370493611727/posts/1018478480734254","For the second year, we asked over 1,000 Chicago residents what they think about their public schools.

Here's what they said:

🧑‍🏫 They trust teachers and principals to look out for students' interests more than any other group or governing body.

💵 They want greater fiscal accountability from CPS.

☑️ They're ready to engage in this November's historic Chicago Board of Education election — if given the right information.

The findings confirm what drives our work: trust lives closest to students, and the public wants the people leading schools to have the support and authority to do their jobs well.

Read the full results here: https://bit.ly/ChicagoEducationPollResults

For additional insight, follow our CEO Heather Y. Anichini on LinkedIn (https://www.linkedin.com/in/heatheranichini/) as she shares what we learned across each of these three areas — and how The Fund plans to respond.

#ChicagoPublicSchools #CPS #ChicagoEducation #BoardOfEducation","https://bit.ly/ChicagoEducationPollResults","254","254","0","178","0","","3.15%","8","3","3","","0","0","0","0","0","0","0","","5","","0","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/25/2026 1:38 pm","7475980832176795648","LinkedIn","Post","Link","The Chicago Public Education Fund"," ","https://linkedin.com/feed/update/urn:li:share:7475980832176795648","For the second year, we asked over 1,000 Chicago residents what they think about their public schools.

Here's what they said:

🧑‍🏫 They trust teachers and principals to look out for students' interests more than any other group or governing body.

💵 They want greater fiscal accountability from CPS.

☑️ They're ready to engage in this November's historic Chicago Board of Education election — if given the right information.

The findings confirm what drives our work: trust lives closest to students, and the public wants the people leading schools to have the support and authority to do their jobs well.

Read the full results here: https://lnkd.in/grG56EHi

For additional insight, follow our CEO Heather Y. Anichini as she shares what we learned across each of these three areas — and how The Fund plans to respond.

#ChicagoPublicSchools #CPS #ChicagoEducation #BoardOfEducation","https://bit.ly/ChicagoEducationPollResults","624","624","","","","","3.37%","21","4","4","","","","","","","1","2","","14","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/23/2026 6:30 pm","2069563653809127724","X","Post","Link","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069563653809127724","Alum Spotlight: We're grateful to @BridgetLeeChi, Founding Executive Director of the Academy for Local Leadership (ALL Chicago), for sitting down with us to share her remarkable journey through education!

Read her full story here: https://t.co/kAj5FSNv44","https://tinyurl.com/bvth225k","110","110","","","","3,104","7.27%","8","3","3","","","","","","","0","1","","1","","3","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time X"
"6/23/2026 2:02 pm","7475235849828188160","LinkedIn","Post","Link","The Chicago Public Education Fund"," ","https://linkedin.com/feed/update/urn:li:share:7475235849828188160","Alum Spotlight: We're grateful to Bridget Lee, Founding Executive Director of the Academy for Local Leadership (ALL Chicago), for sitting down with us to share her remarkable journey through education — from Teach For America classrooms in Indianapolis to leading academic strategy at Chicago Public Schools, to her time at The Fund, and now building ALL from the ground up.

Bridget founded ALL ahead of Chicago's first school board elections in November 2024, driven by a conviction that the communities most affected by education decisions deserve a real seat at the table. In just over a year, ALL raised $2.4M, launched a 21-person inaugural cohort, and engaged more than 468 community members in governance workshops.

With Chicago's first fully elected school board elections this fall, we believe Chicago already has everything it needs to give every child a world-class education. And Bridget's work couldn't be more timely.

Read her full story here: https://lnkd.in/g3mwppS8 

#ChicagoPublicSchools #SchoolBoard #EducationLeadership #ALLChicago","https://tinyurl.com/bvth225k","788","788","","","","","3.55%","28","8","8","","","","","","","0","0","","20","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time LI"
"6/23/2026 1:35 pm","171215529722880_1016782400903862","Facebook","Post","Text","The Chicago Public Education Fund"," ","https://www.facebook.com/256370493611727/posts/1016782400903862","Alum Spotlight: We're grateful to Bridget Lee, Founding Executive Director of the Academy for Local Leadership (ALL Chicago), for sitting down with us to share her remarkable journey through education — from Teach For America classrooms in Indianapolis to leading academic strategy at Chicago Public Schools, to her time at The Fund, and now building ALL from the ground up.

Bridget founded ALL ahead of Chicago's first school board elections in November 2024, driven by a conviction that the communities most affected by education decisions deserve a real seat at the table. In just over a year, ALL raised $2.4M, launched a 21-person inaugural cohort, and engaged more than 468 community members in governance workshops.

With Chicago's first fully elected school board elections this fall, we believe Chicago already has everything it needs to give every child a world-class education. And Bridget's work couldn't be more timely.

Read her full story here: https://tinyurl.com/bvth225k

#ChicagoPublicSchools #SchoolBoard #EducationLeadership #ALLChicago",,"788","788","0","508","0","","4.95%","39","7","5","","2","0","0","0","0","0","0","","6","","26","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time FB"
"6/22/2026 4:32 pm","2069171761019547749","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069171761019547749","By openly celebrating the school’s progress and grounding it in strong instruction and community partnership, principal Talley is helping build a culture of belief, pride, and shared momentum at Phillips",,"19","19","","","","3,045","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/22/2026 4:32 pm","2069171709362524375","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069171709362524375","Principal Talley has framed this progress as a collaborative accomplishment. He has consistently credited the hard work of students, the commitment of staff, and the trust of families in helping drive the school’s success.",,"34","34","","","","3,045","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/22/2026 4:32 pm","2069171641930719581","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069171641930719581","Talley has focused on leveraging his systems mindset and distributive leadership strategy to ensure his team is efficient, coordinated, and well-informed

This year, Wendell Phillips High School reduced chronic absenteeism by eight percentage points",,"15","15","","","","3,045","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/22/2026 4:31 pm","2069171414838514071","X","Post","Photo","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069171414838514071","Each week, we lift up a Malott Educator Fellow who is making a meaningful difference for students.

This week, we’re proud to spotlight Rashad Talley, principal at Wendell Phillips High School and a member of our 2025–26 Malott Educator Fellowship cohort. https://t.co/Swz72I38pz","https://x.com/TheFundChicago/status/2069171414838514071/photo/1","370","370","","","","90,559","2.97%","11","3","3","","","","","","","3","2","","","","3","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/22/2026 1:19 pm","7473443429755047936","LinkedIn","Post","Photo","The Chicago Public Education Fund"," ","https://linkedin.com/feed/update/urn:li:share:7473443429755047936","This week, we’re proud to spotlight Nancy Quintana, principal at Finkl Elementary School and a member of our 2025–26 Malott Educator Fellowship cohort.

Principal Quintana leads Finkl with the kind of deep care that makes students, families, and staff feel seen, known, and supported. This year, she has translated that care into action by strengthening Tier 1 attendance structures, which include building a positive school culture, using universal data tracking, and proactively preventing chronic absenteeism.

According to ISBE, IAR proficiency at Finkl increased from 32.7% in 2021 to 44.5% in 2025, while chronic absenteeism decreased roughly seven percentage points from 2024 to 2025. Finkl’s K–2 cluster classroom was also recognized as a district Model of Excellence, drawing educators from across Chicago Public Schools to learn from the school’s practices and approach.

Beyond the classroom, scholars with disabilities are thriving through expanded opportunities to lead, compete, and create. This year, students revived a school coffee shop, participated in the Special Olympics, joined Robotics4All, and created artwork on permanent display at the district’s Office for Students with Disabilities.

Principal Quintana’s leadership extends beyond her school community as she also serves as CPAA Auxiliary 4 President for Networks 7 and 8. Through every initiative, she is helping build a school where every system reflects a simple but powerful belief: every student belongs.",,"1,093","1,093","","","","","6.4%","70","35","35","","","","","","","9","1","","25","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time LI"
"6/22/2026 9:33 am","171215529722880_1012691817979587","Facebook","Post","Photo","The Chicago Public Education Fund"," ","https://www.facebook.com/256370493611727/posts/1012691817979587","This week, we’re proud to spotlight Nancy Quintana, principal at Finkl Elementary School and a member of our 2025–26 Malott Educator Fellowship cohort.

Principal Quintana leads Finkl with the kind of deep care that makes students, families, and staff feel seen, known, and supported. This year, she has translated that care into action by strengthening Tier 1 attendance structures, which include building a positive school culture, using universal data tracking, and proactively preventing chronic absenteeism.

According to ISBE, IAR proficiency at Finkl increased from 32.7% in 2021 to 44.5% in 2025, while chronic absenteeism decreased roughly seven percentage points from 2024 to 2025. Finkl’s K–2 cluster classroom was also recognized as a district Model of Excellence, drawing educators from across CPS to learn from the school’s practices and approach.

Beyond the classroom, scholars with disabilities are thriving through expanded opportunities to lead, compete, and create. This year, students revived a school coffee shop, participated in the Special Olympics, joined Robotics4All, and created artwork on permanent display at the district’s Office for Students with Disabilities.

Principal Quintana’s leadership extends beyond her school community as she also serves as CPAA Auxiliary 4 President for Networks 7 and 8. Through every initiative, she is helping build a school where every system reflects a simple but powerful belief: every student belongs.","https://www.facebook.com/photo.php?fbid=1012691511312951&set=a.254107080504735&type=3","4,675","4,675","0","3,174","0","","5.2%","243","44","22","","22","0","0","0","0","8","1","","","","190","190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time FB"
"6/22/2026 8:34 am","2069051344795639989","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069051344795639989","To Chicago's Black school leaders: we see you. We celebrate you. And we are committed to standing behind your work. Today and every day.

Happy Juneteenth.",,"8","8","","","","3,045","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/22/2026 8:33 am","2069051212603732255","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069051212603732255","Juneteenth reminds us of the price paid for the freedom to learn, and of our responsibility to honor that history by fighting for every child's access to an excellent education — led by leaders who look like them, believe in them, and refuse to give up on them.",,"6","6","","","","3,045","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/22/2026 8:33 am","2069051088490070504","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069051088490070504","Principals and APs are doing some of the most important work. They know their students by name. They build cultures of belonging. They make thousands of decisions every week regarding instruction, safety, and resources that shape whether a child believes in their own potential",,"3","3","","","","3,045","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/22/2026 8:32 am","2069050899331269071","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069050899331269071","That vision lives today in the classrooms, hallways, and front offices of Chicago's public schools, carried forward by school leaders who show up every day as educators, advocates, and anchors for their communities.",,"6","6","","","","3,045","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/22/2026 8:32 am","2069050870084293031","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069050870084293031","And into the public schools where the next generation would learn to read, to question, and to lead. Many of the educators shaping Chicago's public schools today are part of that lineage",,"4","4","","","","3,045","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/22/2026 8:31 am","2069050752480227774","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069050752480227774","From one-room schoolhouses in the rural South to urban facilities in the North, these classrooms didn't just produce graduates. They produced generations of teachers, principals, doctors, lawyers, and leaders who carried that mission back into their communities",,"6","6","","","","3,045","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/22/2026 8:31 am","2069050596380803383","X","'@Reply","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2069050596380803383","That pursuit never stopped. In the years following Emancipation, Black communities built schools, established Historically Black Colleges and Universities, and fought for the simple, radical idea that Black minds deserved rigorous, dignified, world-class education",,"10","10","","","","3,045","0%","0","0","0","","","","","","","0","0","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Non-Optimal TIme"
"6/19/2026 6:40 pm","2068116618174148957","X","Post","Text","'@TheFundChicago"," ","https://twitter.com/TheFundChicago/status/2068116618174148957","On June 19, 1865, enslaved Black people in Galveston, Texas, learned they were free. That moment, now celebrated as Juneteenth, ignited a generations-long pursuit of something that had been deliberately denied to Black Americans: the right to learn.",,"67","67","","","","3,044","31.34%","21","3","3","","","","","","","8","0","","","","9","9","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time X"
"6/19/2026 2:42 pm","7473425870989475841","LinkedIn","Post","Text","The Chicago Public Education Fund"," ","https://linkedin.com/feed/update/urn:li:share:7473425870989475841","On June 19, 1865, enslaved Black people in Galveston, Texas, learned they were free. That moment, now celebrated as Juneteenth, ignited a generations-long pursuit of something that had been deliberately denied to Black Americans: the right to learn.

That pursuit never stopped. In the years following Emancipation, Black communities built schools, established Historically Black Colleges and Universities, and fought for the simple, radical idea that Black minds deserved rigorous, dignified, world-class education. 

From one-room schoolhouses in the rural South to urban facilities in the North, these classrooms didn't just produce graduates. They produced generations of teachers, principals, doctors, lawyers, and leaders who carried that mission back into their communities — into the public schools where the next generation would learn to read, to question, and to lead. Many of the educators shaping Chicago Public Schools today are part of that lineage.

That vision lives today in the classrooms, hallways, and front offices of Chicago's public schools, carried forward by school leaders who show up every day as educators, advocates, and anchors for their communities.

Principals and assistant principals are doing some of the most important work in this city. They know their students by name. They build cultures of belonging. They make thousands of decisions every week regarding instruction, safety, and resources that shape whether a child believes in their own potential. In neighborhoods like the South and West sides, which have too often been overlooked, their leadership is additionally transformational.

Juneteenth reminds us of the price paid for the freedom to learn, and of our responsibility to honor that history by fighting for every child's access to an excellent education — led by leaders who look like them, believe in them, and refuse to give up on them.

To Chicago's Black school leaders: we see you. We celebrate you. And we are committed to standing behind your work. Today and every day.

Happy Juneteenth.",,"533","533","","","","","4.69%","25","9","9","","","","","","","0","2","","14","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Optimal Time, Optimal Time LI"
