"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"01-30-2026","X","'@TheFundChicago","3,055","0","0","0","0","1","1","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"01-30-2026","Facebook","The Chicago Public Education Fund","2,513","0","","0","0","0","169","5","3","1.78%","1","0","0","0","","2","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"01-30-2026","LinkedIn","The Chicago Public Education Fund","5,722","3","3","0","0","1","296","1","23","7.77%","9","1","1","12","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"01-31-2026","X","'@TheFundChicago","3,054","-1","0","0","0","0","4","1","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"01-31-2026","Facebook","The Chicago Public Education Fund","2,514","0","","0","0","0","214","4","2","0.93%","0","0","0","1","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"01-31-2026","LinkedIn","The Chicago Public Education Fund","5,725","2","2","0","0","0","171","3","10","5.85%","3","0","0","7","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-01-2026","X","'@TheFundChicago","3,055","1","1","0","0","0","8","1","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-01-2026","Facebook","The Chicago Public Education Fund","2,514","0","","0","0","0","116","11","2","1.72%","1","0","0","1","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-01-2026","LinkedIn","The Chicago Public Education Fund","5,725","4","4","0","0","0","150","0","10","6.67%","3","0","0","7","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-02-2026","X","'@TheFundChicago","3,055","0","0","0","0","2","0","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-02-2026","Facebook","The Chicago Public Education Fund","2,514","0","","0","0","0","63","8","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-02-2026","LinkedIn","The Chicago Public Education Fund","5,730","8","8","1","1","2","278","5","101","36.33%","7","2","0","92","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","2","0","","",""
"02-03-2026","X","'@TheFundChicago","3,054","-1","0","0","0","3","0","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-03-2026","Facebook","The Chicago Public Education Fund","2,514","0","","1","1","0","139","2","0","0%","0","0","0","0","","0","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-03-2026","LinkedIn","The Chicago Public Education Fund","5,737","5","5","2","1","3","398","0","50","12.56%","7","4","1","38","","","","","","","","","","","","","","","","0","","","","","1","1","0","","","","","","","","","","","","","","","0","","0","","","","3","0","","",""
"02-04-2026","X","'@TheFundChicago","3,054","0","0","0","0","0","3","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-04-2026","Facebook","The Chicago Public Education Fund","2,515","0","","0","0","0","155","14","10","6.45%","2","0","0","1","","7","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-04-2026","LinkedIn","The Chicago Public Education Fund","5,742","5","5","0","0","0","266","0","27","10.15%","7","0","0","20","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-05-2026","X","'@TheFundChicago","3,054","0","0","0","0","2","22","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","1","","","","","0","","0","","","","","","","",""
"02-05-2026","Facebook","The Chicago Public Education Fund","2,517","1","","1","1","1","139","6","2","1.44%","1","0","0","0","","1","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","1","0","0","0","0","","0","","","","","","","",""
"02-05-2026","LinkedIn","The Chicago Public Education Fund","5,749","4","4","1","1","0","365","0","34","9.32%","3","0","1","30","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-06-2026","X","'@TheFundChicago","3,055","1","1","0","0","2","0","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","1","","","","","0","","0","","","","","","","",""
"02-06-2026","Facebook","The Chicago Public Education Fund","2,517","-1","","0","0","0","44","1","2","4.55%","1","0","0","0","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-06-2026","LinkedIn","The Chicago Public Education Fund","5,750","3","3","0","0","0","308","0","45","14.61%","12","0","0","33","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-07-2026","X","'@TheFundChicago","3,056","1","1","0","0","0","0","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-07-2026","Facebook","The Chicago Public Education Fund","2,518","0","","0","0","0","33","7","11","33.33%","5","1","0","0","","5","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-07-2026","LinkedIn","The Chicago Public Education Fund","5,752","1","1","0","0","0","128","0","3","2.34%","2","0","0","1","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-08-2026","X","'@TheFundChicago","3,055","-1","0","0","0","1","1","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","1","","","","","0","","0","","","","","","","",""
"02-08-2026","Facebook","The Chicago Public Education Fund","2,519","1","","0","0","0","23","1","1","4.35%","0","0","0","0","","1","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-08-2026","LinkedIn","The Chicago Public Education Fund","5,752","2","2","0","0","0","79","0","4","5.06%","1","0","0","3","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-09-2026","X","'@TheFundChicago","3,056","1","1","1","1","0","5","0","1","20%","0","0","0","0","","0","1","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-09-2026","Facebook","The Chicago Public Education Fund","2,524","5","","4","1","6","7,047","9","0","0%","0","0","0","0","","0","","","","","","1","0","3","0","0","","","","0","","","","","","","","","","","","","","","","","","1","5","0","0","0","","0","","","","","","","",""
"02-09-2026","LinkedIn","The Chicago Public Education Fund","5,754","4","4","1","1","0","164","2","5","3.05%","3","0","0","2","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-10-2026","X","'@TheFundChicago","3,055","-1","0","1","1","6","113","0","42","37.17%","7","1","4","0","","17","13","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","1","0","3","0","2","","","","","0","","0","","","","","","","",""
"02-10-2026","Facebook","The Chicago Public Education Fund","2,534","10","","2","0","8","10,432","15","1,501","14.39%","376","195","7","1","","922","","","","","","0","0","2","0","0","","","","0","","","","","","","","","","","","","","","","","","1","7","0","0","0","","0","","","","","","","",""
"02-10-2026","LinkedIn","The Chicago Public Education Fund","5,758","8","8","6","1","13","4,346","0","485","11.16%","108","17","5","355","","","","","","","","","","","","","","","","0","","","","","1","5","0","","","","","","","","","","","","","","","0","","0","","","","13","0","","",""
"02-11-2026","X","'@TheFundChicago","3,058","3","3","0","0","0","37","1","6","16.22%","1","0","0","0","","2","3","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-11-2026","Facebook","The Chicago Public Education Fund","2,534","0","","3","0","1","3,053","10","1,741","57.03%","486","281","16","0","","958","","","","","","0","0","3","0","0","","","","0","","","","","","","","","","","","","","","","","","0","1","0","0","0","","0","","","","","","","",""
"02-11-2026","LinkedIn","The Chicago Public Education Fund","5,767","6","6","11","1","11","3,212","0","279","8.69%","62","27","4","186","","","","","","","","","","","","","","","","0","","","","","1","10","0","","","","","","","","","","","","","","","0","","0","","","","11","0","","",""
"02-12-2026","X","'@TheFundChicago","3,058","0","0","0","0","0","13","0","1","7.69%","0","0","0","0","","0","1","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-12-2026","Facebook","The Chicago Public Education Fund","2,535","1","","0","0","4","1,279","4","334","26.11%","97","49","2","1","","185","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","4","0","0","0","","0","","","","","","","",""
"02-12-2026","LinkedIn","The Chicago Public Education Fund","5,774","5","5","0","0","2","1,727","3","121","7.01%","39","2","1","79","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","2","0","","",""
"02-13-2026","X","'@TheFundChicago","3,058","0","0","0","0","2","2","0","1","50%","0","0","0","0","","0","1","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","1","0","","","","","0","","0","","","","","","","",""
"02-13-2026","Facebook","The Chicago Public Education Fund","2,535","0","","0","0","1","466","4","130","27.9%","35","18","0","0","","77","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","1","0","0","0","","0","","","","","","","",""
"02-13-2026","LinkedIn","The Chicago Public Education Fund","5,780","2","2","2","1","1","759","12","47","6.19%","9","2","1","35","","","","","","","","","","","","","","","","0","","","","","1","1","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"02-14-2026","X","'@TheFundChicago","3,055","-3","0","0","0","0","1","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-14-2026","Facebook","The Chicago Public Education Fund","2,535","0","","0","0","0","309","5","42","13.59%","12","4","0","0","","26","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-14-2026","LinkedIn","The Chicago Public Education Fund","5,782","1","1","0","0","0","570","43","59","10.35%","16","0","0","43","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-15-2026","X","'@TheFundChicago","3,055","0","0","0","0","0","43","0","1","2.33%","0","0","0","0","","0","1","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-15-2026","Facebook","The Chicago Public Education Fund","2,536","1","","0","0","0","320","6","21","6.56%","5","2","0","0","","14","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-15-2026","LinkedIn","The Chicago Public Education Fund","5,783","1","1","0","0","0","412","295","49","11.89%","15","0","1","33","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-16-2026","X","'@TheFundChicago","3,055","0","0","3","3","1","69","1","5","7.25%","1","3","0","0","","1","0","1","0","2","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-16-2026","Facebook","The Chicago Public Education Fund","2,537","1","","3","1","0","1,044","7","26","2.49%","7","3","0","0","","16","","","","","","1","0","2","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-16-2026","LinkedIn","The Chicago Public Education Fund","5,783","3","3","2","1","1","496","117","30","6.05%","10","2","0","18","","","","","","","","","","","","","","","","0","","","","","1","1","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"02-17-2026","X","'@TheFundChicago","3,054","-1","0","0","0","1","41","0","3","7.32%","1","0","0","0","","0","2","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","1","","","","","0","","0","","","","","","","",""
"02-17-2026","Facebook","The Chicago Public Education Fund","2,537","0","","1","0","1","276","4","61","22.1%","14","4","0","0","","43","","","","","","0","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","0","1","0","0","0","","0","","","","","","","",""
"02-17-2026","LinkedIn","The Chicago Public Education Fund","5,786","3","3","0","0","0","562","92","40","7.12%","19","0","0","21","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-18-2026","X","'@TheFundChicago","3,056","2","2","0","0","0","16","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-18-2026","Facebook","The Chicago Public Education Fund","2,537","0","","0","0","0","119","4","10","8.4%","4","1","0","0","","5","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-18-2026","LinkedIn","The Chicago Public Education Fund","5,789","2","2","0","0","0","426","70","38","8.92%","14","0","0","24","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-19-2026","X","'@TheFundChicago","3,056","0","0","4","4","2","124","0","17","13.71%","3","3","2","0","","8","1","1","0","3","0","","","","","","","","","0","","","","","","","","","","","","","0","0","2","0","0","","","","","0","","0","","","","","","","",""
"02-19-2026","Facebook","The Chicago Public Education Fund","2,543","6","","1","1","0","1,346","2","4","0.3%","2","1","0","0","","1","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-19-2026","LinkedIn","The Chicago Public Education Fund","5,792","2","2","1","1","0","719","50","61","8.48%","19","0","0","42","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-20-2026","X","'@TheFundChicago","3,056","0","0","1","1","1","102","0","8","7.84%","2","0","0","0","","2","4","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-20-2026","Facebook","The Chicago Public Education Fund","2,544","1","","1","1","2","973","3","142","14.59%","49","0","3","0","","90","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","2","0","0","0","","0","","","","","","","",""
"02-20-2026","LinkedIn","The Chicago Public Education Fund","5,793","6","6","1","1","0","951","44","52","5.47%","15","0","1","36","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"02-21-2026","X","'@TheFundChicago","3,056","0","0","0","0","1","25","0","3","12%","1","0","0","0","","1","1","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","1","","","","","0","","0","","","","","","","",""
"02-21-2026","Facebook","The Chicago Public Education Fund","2,544","0","","0","0","0","405","11","54","13.33%","23","0","3","0","","28","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-21-2026","LinkedIn","The Chicago Public Education Fund","5,799","3","3","0","0","1","671","27","57","8.49%","14","1","0","42","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"02-22-2026","X","'@TheFundChicago","3,056","0","0","0","0","0","3","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-22-2026","Facebook","The Chicago Public Education Fund","2,544","0","","0","0","0","192","5","12","6.25%","7","1","0","0","","4","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-22-2026","LinkedIn","The Chicago Public Education Fund","5,801","4","4","2","1","3","931","283","108","11.6%","27","4","1","76","","","","","","","","","","","","","","","","0","","","","","1","1","0","","","","","","","","","","","","","","","0","","0","","","","3","0","","",""
"02-23-2026","X","'@TheFundChicago","3,056","0","0","3","3","3","18","0","3","16.67%","0","2","1","0","","0","0","1","0","2","0","","","","","","","","","0","","","","","","","","","","","","","2","0","1","0","0","","","","","0","","0","","","","","","","",""
"02-23-2026","Facebook","The Chicago Public Education Fund","2,545","1","","2","1","2","761","11","13","1.71%","5","0","0","0","","8","","","","","","1","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","0","2","0","0","0","","0","","","","","","","",""
"02-23-2026","LinkedIn","The Chicago Public Education Fund","5,805","6","6","1","1","1","686","318","50","7.29%","9","1","1","39","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"02-24-2026","X","'@TheFundChicago","3,056","0","0","0","0","4","308","0","15","4.87%","4","0","1","0","","9","1","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","0","1","0","0","","","","","0","","0","","","","","","","",""
"02-24-2026","Facebook","The Chicago Public Education Fund","2,545","0","","0","0","0","521","7","42","8.06%","7","3","1","1","","30","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-24-2026","LinkedIn","The Chicago Public Education Fund","5,810","5","5","1","1","1","1,042","363","76","7.29%","21","1","1","53","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"02-25-2026","X","'@TheFundChicago","3,054","-2","0","1","1","2","68","0","1","1.47%","1","0","0","0","","0","0","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-25-2026","Facebook","The Chicago Public Education Fund","2,545","0","","0","0","0","434","15","36","8.29%","8","1","0","0","","27","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-25-2026","LinkedIn","The Chicago Public Education Fund","5,814","7","7","0","0","1","684","235","69","10.09%","29","1","0","39","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"02-26-2026","X","'@TheFundChicago","3,054","0","0","0","0","0","47","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-26-2026","Facebook","The Chicago Public Education Fund","2,545","0","","2","1","3","468","167","6","1.28%","1","0","0","0","","5","","","","","","0","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","0","3","0","0","0","","0","","","","","","","",""
"02-26-2026","LinkedIn","The Chicago Public Education Fund","5,821","8","8","2","1","1","708","226","68","9.6%","21","2","3","42","","","","","","","","","","","","","","","","0","","","","","1","1","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"02-27-2026","X","'@TheFundChicago","3,054","0","0","0","0","0","13","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-27-2026","Facebook","The Chicago Public Education Fund","2,546","1","","2","1","0","552","116","24","4.35%","15","4","1","0","","4","","","","","","0","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-27-2026","LinkedIn","The Chicago Public Education Fund","5,829","1","1","2","0","1","461","135","45","9.76%","9","3","0","33","","","","","","","","","","","","","","","","0","","","","","0","2","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"02-28-2026","X","'@TheFundChicago","3,054","0","0","0","0","2","26","1","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"02-28-2026","Facebook","The Chicago Public Education Fund","2,548","2","","0","0","0","314","83","52","16.56%","21","2","0","0","","29","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"02-28-2026","LinkedIn","The Chicago Public Education Fund","5,831","5","5","0","0","0","334","100","42","12.57%","10","0","0","32","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-01-2026","X","'@TheFundChicago","3,054","0","0","0","0","2","47","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","0","","","","","0","","0","","","","","","","",""
"03-01-2026","Facebook","The Chicago Public Education Fund","2,548","0","","0","0","0","127","19","24","18.9%","10","0","0","0","","14","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"03-01-2026","LinkedIn","The Chicago Public Education Fund","5,837","4","4","0","0","0","320","83","19","5.94%","7","0","0","12","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-02-2026","X","'@TheFundChicago","3,054","0","0","5","5","3","97","0","9","9.28%","1","4","1","0","","3","0","1","0","4","0","","","","","","","","","0","","","","","","","","","","","","","2","0","1","0","0","","","","","0","","0","","","","","","","",""
"03-02-2026","Facebook","The Chicago Public Education Fund","2,547","-1","","1","1","0","595","29","8","1.34%","2","1","0","0","","5","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"03-02-2026","LinkedIn","The Chicago Public Education Fund","5,840","3","3","1","1","0","631","72","41","6.5%","10","0","0","31","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-03-2026","X","'@TheFundChicago","3,054","0","0","0","0","6","68","0","5","7.35%","1","0","0","0","","3","1","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","6","0","0","0","0","","","","","0","","0","","","","","","","",""
"03-03-2026","Facebook","The Chicago Public Education Fund","2,547","0","","0","0","0","225","9","23","10.22%","6","0","0","0","","17","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"03-03-2026","LinkedIn","The Chicago Public Education Fund","5,844","8","8","1","1","0","1,429","79","159","11.13%","18","0","2","139","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-04-2026","X","'@TheFundChicago","3,053","-1","0","6","6","4","141","0","14","9.93%","2","5","1","1","","3","2","1","0","5","0","","","","","","","","","0","","","","","","","","","","","","","2","0","1","0","1","","","","","0","","0","","","","","","","",""
"03-04-2026","Facebook","The Chicago Public Education Fund","2,546","-1","","1","1","0","748","15","8","1.07%","3","0","0","0","","5","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"03-04-2026","LinkedIn","The Chicago Public Education Fund","5,851","15","15","2","1","1","5,522","10","591","10.7%","55","7","0","529","","","","","","","","","","","","","","","","0","","","","","1","1","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"03-05-2026","X","'@TheFundChicago","3,053","0","0","0","0","2","90","0","9","10%","0","1","0","1","","2","5","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","2","0","","","","","0","","0","","","","","","","",""
"03-05-2026","Facebook","The Chicago Public Education Fund","2,546","0","","0","0","0","307","6","100","32.57%","38","3","1","3","","55","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"03-05-2026","LinkedIn","The Chicago Public Education Fund","5,866","6","6","0","0","0","1,541","6","106","6.88%","12","0","0","94","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-06-2026","X","'@TheFundChicago","3,053","0","0","0","0","0","12","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"03-06-2026","Facebook","The Chicago Public Education Fund","2,546","0","","0","0","0","176","10","41","23.3%","6","4","0","1","","30","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"03-06-2026","LinkedIn","The Chicago Public Education Fund","5,872","8","8","0","0","0","1,164","12","63","5.41%","6","0","0","57","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-07-2026","X","'@TheFundChicago","3,052","-1","0","0","0","1","7","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"03-07-2026","Facebook","The Chicago Public Education Fund","2,546","0","","0","0","0","137","4","4","2.92%","0","2","0","0","","2","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"03-07-2026","LinkedIn","The Chicago Public Education Fund","5,879","5","5","1","1","1","939","12","81","8.63%","14","1","0","66","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"03-08-2026","X","'@TheFundChicago","3,053","1","1","0","0","0","7","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
