"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"10-25-2024","Facebook","The Chicago Public Education Fund","2,337","1","","0","0","0","393","13","434","110.43%","86","31","4","0","","313","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-25-2024","LinkedIn","The Chicago Public Education Fund","4,038","5","5","4","0","4","626","0","157","25.08%","29","8","1","119","","","","","","","","","","","","","","","","0","","","","","0","4","0","","","","","","","","","","","","","","","0","","0","","","","4","0","","",""
"10-26-2024","X","'@TheFundChicago","3,177","-3","0","1","1","2","175","0","2","1.14%","1","0","0","0","","1","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","2","0","0","","","","","0","","0","","","","","","","",""
"10-26-2024","Facebook","The Chicago Public Education Fund","2,339","2","","3","2","1","424","25","135","31.84%","25","20","0","0","","90","","","","","","2","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","0","1","0","0","0","","0","","","","","","","",""
"10-26-2024","LinkedIn","The Chicago Public Education Fund","4,041","2","2","4","1","7","795","0","172","21.64%","24","10","0","138","","","","","","","","","","","","","","","","0","","","","","1","3","0","","","","","","","","","","","","","","","0","","0","","","","7","0","","",""
"10-27-2024","X","'@TheFundChicago","3,177","0","0","0","0","1","101","0","11","10.89%","0","0","0","0","","11","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","1","0","","","","","0","","0","","","","","","","",""
"10-27-2024","Facebook","The Chicago Public Education Fund","2,339","0","","1","0","0","180","6","98","54.44%","16","3","0","0","","79","","","","","","0","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-27-2024","LinkedIn","The Chicago Public Education Fund","4,045","6","6","0","0","1","598","57","155","25.92%","28","1","0","126","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"10-28-2024","X","'@TheFundChicago","3,179","2","2","6","6","5","149","0","5","3.36%","1","0","1","0","","3","0","3","0","3","0","","","","","","","","","0","","","","","","","","","","","","","2","0","1","0","2","","","","","0","","0","","","","","","","",""
"10-28-2024","Facebook","The Chicago Public Education Fund","2,340","1","","3","3","0","195","5","20","10.26%","5","1","0","0","","14","","","","","","3","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-28-2024","LinkedIn","The Chicago Public Education Fund","4,049","3","3","2","2","3","670","0","110","16.42%","17","3","0","90","","","","","","","","","","","","","","","","0","","","","","2","0","0","","","","","","","","","","","","","","","0","","0","","","","3","0","","",""
"10-29-2024","X","'@TheFundChicago","3,176","-3","0","5","5","3","140","0","2","1.43%","1","0","0","0","","1","0","4","0","1","0","","","","","","","","","0","","","","","","","","","","","","","0","0","2","0","1","","","","","0","","0","","","","","","","",""
"10-29-2024","Facebook","The Chicago Public Education Fund","2,340","0","","4","3","4","383","28","22","5.74%","7","5","0","0","","10","","","","","","3","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","1","3","0","0","0","","0","","","","","","","",""
"10-29-2024","LinkedIn","The Chicago Public Education Fund","4,053","7","7","5","3","1","1,272","31","178","13.99%","29","4","1","144","","","","","","","","","","","","","","","","0","","","","","3","2","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"10-30-2024","X","'@TheFundChicago","3,176","0","0","5","5","13","729","0","17","2.33%","5","0","6","0","","6","0","2","2","1","0","","","","","","","","","0","","","","","","","","","","","","","0","0","12","0","1","","","","","0","","0","","","","","","","",""
"10-30-2024","Facebook","The Chicago Public Education Fund","2,340","0","","11","10","1","397","23","32","8.06%","14","1","1","0","","16","","","","","","10","0","0","0","1","","","","0","","","","","","","","","","","","","","","","","","0","0","0","1","0","","0","","","","","","","",""
"10-30-2024","LinkedIn","The Chicago Public Education Fund","4,059","8","8","3","2","5","1,555","378","150","9.65%","45","6","1","98","","","","","","","","","","","","","","","","0","","","","","2","1","0","","","","","","","","","","","","","","","0","","0","","","","5","0","","",""
"10-31-2024","X","'@TheFundChicago","3,177","1","1","12","12","5","420","0","13","3.1%","4","2","0","0","","7","0","3","2","7","0","","","","","","","","","0","","","","","","","","","","","","","3","0","1","0","1","","","","","0","","0","","","","","","","",""
"10-31-2024","Facebook","The Chicago Public Education Fund","2,341","1","","3","3","0","495","16","37","7.47%","12","1","0","0","","24","","","","","","3","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"10-31-2024","LinkedIn","The Chicago Public Education Fund","4,066","3","3","8","3","5","1,548","428","221","14.28%","43","8","4","166","","","","","","","","","","","","","","","","0","","","","","3","5","0","","","","","","","","","","","","","","","0","","0","","","","3","0","","",""
"11-01-2024","X","'@TheFundChicago","3,177","0","0","8","8","4","211","0","13","6.16%","3","4","0","0","","6","0","2","0","6","0","","","","","","","","","0","","","","","","","","","","","","","1","0","3","0","0","","","","","0","","0","","","","","","","",""
"11-01-2024","Facebook","The Chicago Public Education Fund","2,340","-1","","2","2","0","186","14","341","183.33%","9","0","0","6","","326","","","","","","2","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-01-2024","LinkedIn","The Chicago Public Education Fund","4,067","5","5","2","2","1","1,269","181","255","20.09%","33","0","1","221","","","","","","","","","","","","","","","","0","","","","","2","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-02-2024","X","'@TheFundChicago","3,176","-1","0","0","0","6","92","0","4","4.35%","1","1","0","0","","2","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","0","1","2","0","","","","","0","","0","","","","","","","",""
"11-02-2024","Facebook","The Chicago Public Education Fund","2,341","1","","1","0","1","102","11","20","19.61%","2","0","0","0","","18","","","","","","0","0","0","0","1","","","","0","","","","","","","","","","","","","","","","","","0","0","0","1","0","","0","","","","","","","",""
"11-02-2024","LinkedIn","The Chicago Public Education Fund","4,072","1","1","0","0","3","707","156","138","19.52%","16","1","1","120","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-03-2024","X","'@TheFundChicago","3,176","0","0","0","0","0","74","0","5","6.76%","1","0","0","0","","4","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-03-2024","Facebook","The Chicago Public Education Fund","2,341","0","","0","0","0","79","5","30","37.97%","3","0","0","0","","27","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-03-2024","LinkedIn","The Chicago Public Education Fund","4,074","2","2","0","0","1","428","73","48","11.21%","2","1","0","45","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-04-2024","X","'@TheFundChicago","3,176","0","0","7","7","1","80","0","1","1.25%","0","0","0","0","","1","0","1","0","6","0","","","","","","","","","0","","","","","","","","","","","","","0","0","1","0","0","","","","","0","","0","","","","","","","",""
"11-04-2024","Facebook","The Chicago Public Education Fund","2,343","2","","1","1","0","77","7","16","20.78%","1","0","0","0","","15","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-04-2024","LinkedIn","The Chicago Public Education Fund","4,078","5","5","1","1","1","464","60","46","9.91%","4","0","0","42","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-05-2024","X","'@TheFundChicago","3,175","-1","0","0","0","1","112","0","4","3.57%","2","0","0","0","","2","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-05-2024","Facebook","The Chicago Public Education Fund","2,343","0","","0","0","0","123","38","7","5.69%","0","0","0","0","","7","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-05-2024","LinkedIn","The Chicago Public Education Fund","4,081","3","3","0","0","0","367","60","31","8.45%","5","0","0","26","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-06-2024","X","'@TheFundChicago","3,172","-3","0","0","0","1","118","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-06-2024","Facebook","The Chicago Public Education Fund","2,342","-1","","0","0","0","54","8","1","1.85%","1","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-06-2024","LinkedIn","The Chicago Public Education Fund","4,081","4","4","0","0","0","285","43","12","4.21%","0","0","0","12","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-07-2024","X","'@TheFundChicago","3,167","-5","0","1","1","0","64","0","4","6.25%","0","0","0","1","","3","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-07-2024","Facebook","The Chicago Public Education Fund","2,342","0","","1","1","0","42","4","0","0%","0","0","0","0","","0","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-07-2024","LinkedIn","The Chicago Public Education Fund","4,084","1","1","1","1","2","413","63","37","8.96%","10","0","0","27","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-08-2024","X","'@TheFundChicago","3,162","-5","0","1","1","1","133","0","1","0.75%","1","0","0","0","","0","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-08-2024","Facebook","The Chicago Public Education Fund","2,343","1","","1","1","0","192","5","9","4.69%","1","0","0","0","","8","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-08-2024","LinkedIn","The Chicago Public Education Fund","4,087","3","3","1","1","1","550","40","92","16.73%","7","1","0","84","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-09-2024","X","'@TheFundChicago","","","","0","0","2","84","0","2","2.38%","1","0","0","0","","1","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","2","","","","","0","","0","","","","","","","",""
"11-09-2024","Facebook","The Chicago Public Education Fund","2,343","0","","1","0","1","64","7","33","51.56%","0","0","1","0","","32","","","","","","0","0","0","0","1","","","","0","","","","","","","","","","","","","","","","","","0","0","0","1","0","","0","","","","","","","",""
"11-09-2024","LinkedIn","The Chicago Public Education Fund","","8","8","0","0","2","528","8","83","15.72%","11","1","0","71","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-10-2024","X","'@TheFundChicago","3,159","","","0","0","1","60","0","1","1.67%","0","0","0","0","","0","1","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","1","","","","","0","","0","","","","","","","",""
"11-10-2024","Facebook","The Chicago Public Education Fund","2,344","1","","0","0","0","50","5","3","6%","1","0","0","0","","2","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-10-2024","LinkedIn","The Chicago Public Education Fund","4,095","4","4","0","0","1","345","50","42","12.17%","5","1","0","36","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-11-2024","X","'@TheFundChicago","3,154","-5","0","1","1","0","166","0","1","0.6%","0","0","-1","0","","2","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-11-2024","Facebook","The Chicago Public Education Fund","2,345","1","","2","2","0","338","5","4","1.18%","0","0","0","0","","4","","","","","","2","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-11-2024","LinkedIn","The Chicago Public Education Fund","4,099","2","2","3","2","0","776","51","90","11.6%","3","1","0","86","","","","","","","","","","","","","","","","0","","","","","2","1","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-12-2024","X","'@TheFundChicago","3,150","-4","0","1","1","0","133","0","3","2.26%","0","0","0","2","","1","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-12-2024","Facebook","The Chicago Public Education Fund","2,345","0","","1","1","0","130","3","3","2.31%","0","0","0","0","","3","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-12-2024","LinkedIn","The Chicago Public Education Fund","4,101","2","2","1","1","1","639","40","100","15.65%","10","1","2","87","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-13-2024","X","'@TheFundChicago","3,145","-5","0","2","2","3","236","0","0","0%","0","0","0","0","","0","0","0","2","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","1","","","","","0","","0","","","","","","","",""
"11-13-2024","Facebook","The Chicago Public Education Fund","2,345","0","","0","0","0","90","4","5","5.56%","0","0","0","0","","5","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-13-2024","LinkedIn","The Chicago Public Education Fund","4,103","5","5","0","0","1","343","0","24","7%","4","0","0","20","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-14-2024","X","'@TheFundChicago","3,142","-3","0","1","1","1","177","0","6","3.39%","0","0","0","0","","6","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","1","0","","","","","0","","0","","","","","","","",""
"11-14-2024","Facebook","The Chicago Public Education Fund","2,348","3","","1","1","1","365","10","3","0.82%","0","0","0","0","","3","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","1","0","0","0","0","","0","","","","","","","",""
"11-14-2024","LinkedIn","The Chicago Public Education Fund","4,107","3","3","1","1","1","320","8","30","9.38%","1","0","0","29","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-15-2024","X","'@TheFundChicago","3,135","-7","0","1","1","1","159","0","4","2.52%","1","0","0","1","","2","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-15-2024","Facebook","The Chicago Public Education Fund","2,350","2","","2","2","0","324","15","0","0%","0","0","0","0","","0","","","","","","2","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-15-2024","LinkedIn","The Chicago Public Education Fund","4,110","1","1","1","1","3","541","0","77","14.23%","14","2","0","61","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","2","0","","",""
"11-16-2024","X","'@TheFundChicago","3,123","-12","0","0","0","1","51","0","3","5.88%","0","0","0","0","","3","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-16-2024","Facebook","The Chicago Public Education Fund","2,350","0","","0","0","0","150","6","49","32.67%","7","0","1","2","","39","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-16-2024","LinkedIn","The Chicago Public Education Fund","4,112","4","4","0","0","1","359","15","35","9.75%","9","0","0","26","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-17-2024","X","'@TheFundChicago","3,113","-10","0","0","0","0","29","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-17-2024","Facebook","The Chicago Public Education Fund","2,351","1","","0","0","0","69","3","15","21.74%","1","0","0","0","","14","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-17-2024","LinkedIn","The Chicago Public Education Fund","4,117","2","2","0","0","0","289","0","49","16.96%","4","0","0","45","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-18-2024","X","'@TheFundChicago","3,112","-1","0","1","1","1","60","0","2","3.33%","0","0","0","1","","1","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","1","","","","","0","","0","","","","","","","",""
"11-18-2024","Facebook","The Chicago Public Education Fund","2,351","0","","2","2","0","111","3","8","7.21%","1","0","0","0","","7","","","","","","2","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-18-2024","LinkedIn","The Chicago Public Education Fund","4,118","4","4","1","1","0","467","9","34","7.28%","5","0","2","27","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-19-2024","X","'@TheFundChicago","3,110","-2","0","1","1","2","150","0","10","6.67%","4","0","1","3","","2","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","1","0","1","","","","","0","","0","","","","","","","",""
"11-19-2024","Facebook","The Chicago Public Education Fund","2,351","0","","1","1","1","91","5","5","5.49%","1","0","0","0","","4","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","1","0","0","0","","0","","","","","","","",""
"11-19-2024","LinkedIn","The Chicago Public Education Fund","4,122","4","4","1","1","0","612","0","45","7.35%","5","0","1","39","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-20-2024","X","'@TheFundChicago","3,108","-2","0","1","1","2","97","0","3","3.09%","0","0","0","3","","0","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","2","","","","","0","","0","","","","","","","",""
"11-20-2024","Facebook","The Chicago Public Education Fund","2,352","1","","1","1","0","149","5","6","4.03%","1","0","0","1","","4","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-20-2024","LinkedIn","The Chicago Public Education Fund","4,128","5","5","1","1","1","485","0","42","8.66%","4","2","0","36","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"11-21-2024","X","'@TheFundChicago","3,109","1","1","1","1","3","100","0","4","4%","0","0","0","3","","1","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","1","","","","","0","","0","","","","","","","",""
"11-21-2024","Facebook","The Chicago Public Education Fund","2,352","0","","1","1","0","187","0","3","1.6%","1","0","1","0","","1","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-21-2024","LinkedIn","The Chicago Public Education Fund","4,134","4","4","1","1","0","380","0","66","17.37%","4","0","0","62","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-22-2024","X","'@TheFundChicago","3,108","-1","0","0","0","4","77","0","3","3.9%","0","0","0","2","","1","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","0","0","0","2","","","","","0","","0","","","","","","","",""
"11-22-2024","Facebook","The Chicago Public Education Fund","2,353","1","","0","0","0","216","8","28","12.96%","0","0","0","0","","28","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-22-2024","LinkedIn","The Chicago Public Education Fund","4,136","6","6","0","0","4","334","0","31","9.28%","5","0","0","26","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-23-2024","X","'@TheFundChicago","3,106","-2","0","0","0","3","59","0","3","5.08%","0","0","0","0","","3","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-23-2024","Facebook","The Chicago Public Education Fund","2,354","1","","0","0","0","57","5","12","21.05%","2","0","0","0","","10","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-23-2024","LinkedIn","The Chicago Public Education Fund","4,142","2","2","0","0","1","232","0","32","13.79%","2","0","0","30","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-24-2024","X","'@TheFundChicago","3,104","-2","0","1","1","0","98","0","5","5.1%","0","0","0","3","","2","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-24-2024","Facebook","The Chicago Public Education Fund","2,354","0","","1","1","0","80","3","1","1.25%","0","0","0","0","","1","","","","","","1","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-24-2024","LinkedIn","The Chicago Public Education Fund","4,144","2","2","1","1","1","171","0","9","5.26%","0","0","0","9","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-25-2024","X","'@TheFundChicago","3,103","-1","0","0","0","0","215","0","1","0.47%","0","0","0","0","","1","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-25-2024","Facebook","The Chicago Public Education Fund","2,354","0","","0","0","0","131","9","0","0%","0","0","0","0","","0","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-25-2024","LinkedIn","The Chicago Public Education Fund","4,146","2","2","0","0","0","268","0","15","5.6%","0","0","0","15","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-26-2024","X","'@TheFundChicago","3,103","0","0","0","0","0","22","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-26-2024","Facebook","The Chicago Public Education Fund","2,354","0","","0","0","0","41","5","3","7.32%","0","0","0","0","","3","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-26-2024","LinkedIn","The Chicago Public Education Fund","4,147","4","4","0","0","0","146","0","15","10.27%","0","0","0","15","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-27-2024","X","'@TheFundChicago","3,097","-6","0","1","1","3","118","0","7","5.93%","3","0","2","0","","2","0","1","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","2","0","1","","","","","0","","0","","","","","","","",""
"11-27-2024","Facebook","The Chicago Public Education Fund","2,353","-1","","3","1","1","271","4","1","0.37%","0","0","0","0","","1","","","","","","1","0","2","0","0","","","","0","","","","","","","","","","","","","","","","","","0","1","0","0","0","","0","","","","","","","",""
"11-27-2024","LinkedIn","The Chicago Public Education Fund","4,152","0","0","1","1","0","374","0","29","7.75%","1","0","0","28","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-28-2024","X","'@TheFundChicago","3,099","2","2","0","0","1","47","0","4","8.51%","1","0","0","0","","3","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","1","","","","","0","","0","","","","","","","",""
"11-28-2024","Facebook","The Chicago Public Education Fund","2,353","0","","0","0","0","62","1","63","101.61%","10","3","0","0","","50","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-28-2024","LinkedIn","The Chicago Public Education Fund","4,152","3","3","0","0","0","178","0","16","8.99%","6","0","0","10","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-29-2024","X","'@TheFundChicago","3,097","-2","0","0","0","0","26","0","5","19.23%","1","0","0","0","","4","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-29-2024","Facebook","The Chicago Public Education Fund","2,353","0","","0","0","0","96","2","5","5.21%","1","0","0","0","","4","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-29-2024","LinkedIn","The Chicago Public Education Fund","4,155","0","0","0","0","0","125","0","17","13.6%","2","0","0","15","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-30-2024","X","'@TheFundChicago","3,095","-2","0","0","0","0","14","0","1","7.14%","0","0","0","0","","1","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-30-2024","Facebook","The Chicago Public Education Fund","2,352","-1","","0","0","0","41","4","3","7.32%","0","0","0","0","","3","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"11-30-2024","LinkedIn","The Chicago Public Education Fund","4,153","2","2","0","0","0","129","0","17","13.18%","2","0","0","15","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"12-01-2024","X","'@TheFundChicago","3,090","-5","0","0","0","1","16","0","0","0%","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","1","","","","","0","","0","","","","","","","",""
"12-01-2024","Facebook","The Chicago Public Education Fund","2,352","0","","0","0","0","43","7","2","4.65%","0","0","0","0","","2","","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
